date,hour,season,peak,RIC,spot,forecast,value_bl,value_gas
2024-01-01,1,,,HEEGRAUCH,107.09,,,
2024-01-01,2,,,HEEGRAUCH,104,,,
2024-01-01,3,,,HEEGRAUCH,100,,,
2024-01-01,4,,,HEEGRAUCH,85.66,,,
2024-01-01,5,,,HEEGRAUCH,85,,,
2024-01-01,6,,,HEEGRAUCH,85.53,,,
2024-01-01,7,,,HEEGRAUCH,95.07,,,
2024-01-01,8,,,HEEGRAUCH,103.07,,,
2024-01-01,9,,,HEEGRAUCH,65,,,
2024-01-01,10,,,HEEGRAUCH,47.34,,,
2024-01-01,11,,,HEEGRAUCH,1,,,
2024-01-01,12,,,HEEGRAUCH,0.54,,,
2024-01-01,13,,,HEEGRAUCH,2.24,,,
2024-01-01,14,,,HEEGRAUCH,3.24,,,
2024-01-01,15,,,HEEGRAUCH,65.1,,,
2024-01-01,16,,,HEEGRAUCH,96.91,,,
2024-01-01,17,,,HEEGRAUCH,97.44,,,
2024-01-01,18,,,HEEGRAUCH,94,,,
2024-01-01,19,,,HEEGRAUCH,98.58,,,
2024-01-01,20,,,HEEGRAUCH,101.03,,,
2024-01-01,21,,,HEEGRAUCH,105.72,,,
2024-01-01,22,,,HEEGRAUCH,101.06,,,
2024-01-01,23,,,HEEGRAUCH,103.19,,,
2024-01-01,24,,,HEEGRAUCH,99.05,,,
2024-01-02,1,,,HEEGRAUCH,55,,,
2024-01-02,2,,,HEEGRAUCH,90.09,,,
2024-01-02,3,,,HEEGRAUCH,84.27,,,
2024-01-02,4,,,HEEGRAUCH,40.82,,,
2024-01-02,5,,,HEEGRAUCH,84.27,,,
2024-01-02,6,,,HEEGRAUCH,100,,,
2024-01-02,7,,,HEEGRAUCH,108.28,,,
2024-01-02,8,,,HEEGRAUCH,113.85,,,
2024-01-02,9,,,HEEGRAUCH,107.42,,,
2024-01-02,10,,,HEEGRAUCH,76.36,,,
2024-01-02,11,,,HEEGRAUCH,75.6,,,
2024-01-02,12,,,HEEGRAUCH,77.87,,,
2024-01-02,13,,,HEEGRAUCH,80.27,,,
2024-01-02,14,,,HEEGRAUCH,81.27,,,
2024-01-02,15,,,HEEGRAUCH,95.12,,,
2024-01-02,16,,,HEEGRAUCH,102.56,,,
2024-01-02,17,,,HEEGRAUCH,102.38,,,
2024-01-02,18,,,HEEGRAUCH,103.32,,,
2024-01-02,19,,,HEEGRAUCH,103.58,,,
2024-01-02,20,,,HEEGRAUCH,106.06,,,
2024-01-02,21,,,HEEGRAUCH,104.96,,,
2024-01-02,22,,,HEEGRAUCH,102.2,,,
2024-01-02,23,,,HEEGRAUCH,101.97,,,
2024-01-02,24,,,HEEGRAUCH,92.41,,,
2024-01-03,1,,,HEEGRAUCH,82.5,,,
2024-01-03,2,,,HEEGRAUCH,70.1,,,
2024-01-03,3,,,HEEGRAUCH,50.21,,,
2024-01-03,4,,,HEEGRAUCH,40,,,
2024-01-03,5,,,HEEGRAUCH,50,,,
2024-01-03,6,,,HEEGRAUCH,75,,,
2024-01-03,7,,,HEEGRAUCH,95.46,,,
2024-01-03,8,,,HEEGRAUCH,107.15,,,
2024-01-03,9,,,HEEGRAUCH,101.01,,,
2024-01-03,10,,,HEEGRAUCH,65,,,
2024-01-03,11,,,HEEGRAUCH,99.15,,,
2024-01-03,12,,,HEEGRAUCH,87.25,,,
2024-01-03,13,,,HEEGRAUCH,75.33,,,
2024-01-03,14,,,HEEGRAUCH,86.97,,,
2024-01-03,15,,,HEEGRAUCH,90.96,,,
2024-01-03,16,,,HEEGRAUCH,72.23,,,
2024-01-03,17,,,HEEGRAUCH,83.06,,,
2024-01-03,18,,,HEEGRAUCH,90.78,,,
2024-01-03,19,,,HEEGRAUCH,96.46,,,
2024-01-03,20,,,HEEGRAUCH,97.06,,,
2024-01-03,21,,,HEEGRAUCH,96.45,,,
2024-01-03,22,,,HEEGRAUCH,103.61,,,
2024-01-03,23,,,HEEGRAUCH,101.05,,,
2024-01-03,24,,,HEEGRAUCH,82.59,,,
2024-01-04,1,,,HEEGRAUCH,74.19,,,
2024-01-04,2,,,HEEGRAUCH,65,,,
2024-01-04,3,,,HEEGRAUCH,40,,,
2024-01-04,4,,,HEEGRAUCH,35.2,,,
2024-01-04,5,,,HEEGRAUCH,49.39,,,
2024-01-04,6,,,HEEGRAUCH,70.1,,,
2024-01-04,7,,,HEEGRAUCH,97.61,,,
2024-01-04,8,,,HEEGRAUCH,85.02,,,
2024-01-04,9,,,HEEGRAUCH,91.47,,,
2024-01-04,10,,,HEEGRAUCH,94.2,,,
2024-01-04,11,,,HEEGRAUCH,73.83,,,
2024-01-04,12,,,HEEGRAUCH,70.1,,,
2024-01-04,13,,,HEEGRAUCH,70.1,,,
2024-01-04,14,,,HEEGRAUCH,85.96,,,
2024-01-04,15,,,HEEGRAUCH,92.11,,,
2024-01-04,16,,,HEEGRAUCH,98.62,,,
2024-01-04,17,,,HEEGRAUCH,104.51,,,
2024-01-04,18,,,HEEGRAUCH,112.67,,,
2024-01-04,19,,,HEEGRAUCH,114.48,,,
2024-01-04,20,,,HEEGRAUCH,110.45,,,
2024-01-04,21,,,HEEGRAUCH,100.95,,,
2024-01-04,22,,,HEEGRAUCH,94.9,,,
2024-01-04,23,,,HEEGRAUCH,99.81,,,
2024-01-04,24,,,HEEGRAUCH,97.98,,,
2024-01-05,1,,,HEEGRAUCH,86.08,,,
2024-01-05,2,,,HEEGRAUCH,88.96,,,
2024-01-05,3,,,HEEGRAUCH,78.5,,,
2024-01-05,4,,,HEEGRAUCH,78.5,,,
2024-01-05,5,,,HEEGRAUCH,79.39,,,
2024-01-05,6,,,HEEGRAUCH,79.6,,,
2024-01-05,7,,,HEEGRAUCH,93.83,,,
2024-01-05,8,,,HEEGRAUCH,104.58,,,
2024-01-05,9,,,HEEGRAUCH,106.79,,,
2024-01-05,10,,,HEEGRAUCH,100.66,,,
2024-01-05,11,,,HEEGRAUCH,97.52,,,
2024-01-05,12,,,HEEGRAUCH,98.53,,,
2024-01-05,13,,,HEEGRAUCH,97.17,,,
2024-01-05,14,,,HEEGRAUCH,102.85,,,
2024-01-05,15,,,HEEGRAUCH,110.28,,,
2024-01-05,16,,,HEEGRAUCH,112.17,,,
2024-01-05,17,,,HEEGRAUCH,113.85,,,
2024-01-05,18,,,HEEGRAUCH,116.07,,,
2024-01-05,19,,,HEEGRAUCH,112.63,,,
2024-01-05,20,,,HEEGRAUCH,109.79,,,
2024-01-05,21,,,HEEGRAUCH,105.65,,,
2024-01-05,22,,,HEEGRAUCH,97.07,,,
2024-01-05,23,,,HEEGRAUCH,99.86,,,
2024-01-05,24,,,HEEGRAUCH,86.8,,,
2024-01-06,1,,,HEEGRAUCH,91,,,
2024-01-06,2,,,HEEGRAUCH,94.75,,,
2024-01-06,3,,,HEEGRAUCH,76.13,,,
2024-01-06,4,,,HEEGRAUCH,73.01,,,
2024-01-06,5,,,HEEGRAUCH,73.01,,,
2024-01-06,6,,,HEEGRAUCH,74.59,,,
2024-01-06,7,,,HEEGRAUCH,75.1,,,
2024-01-06,8,,,HEEGRAUCH,81.39,,,
2024-01-06,9,,,HEEGRAUCH,88.4,,,
2024-01-06,10,,,HEEGRAUCH,92.23,,,
2024-01-06,11,,,HEEGRAUCH,97.3,,,
2024-01-06,12,,,HEEGRAUCH,94.7,,,
2024-01-06,13,,,HEEGRAUCH,92.77,,,
2024-01-06,14,,,HEEGRAUCH,91,,,
2024-01-06,15,,,HEEGRAUCH,92.47,,,
2024-01-06,16,,,HEEGRAUCH,94.25,,,
2024-01-06,17,,,HEEGRAUCH,93.59,,,
2024-01-06,18,,,HEEGRAUCH,99.24,,,
2024-01-06,19,,,HEEGRAUCH,95.67,,,
2024-01-06,20,,,HEEGRAUCH,93.88,,,
2024-01-06,21,,,HEEGRAUCH,92.14,,,
2024-01-06,22,,,HEEGRAUCH,88,,,
2024-01-06,23,,,HEEGRAUCH,86.57,,,
2024-01-06,24,,,HEEGRAUCH,79.87,,,
2024-01-07,1,,,HEEGRAUCH,84.08,,,
2024-01-07,2,,,HEEGRAUCH,79.82,,,
2024-01-07,3,,,HEEGRAUCH,76.76,,,
2024-01-07,4,,,HEEGRAUCH,73.46,,,
2024-01-07,5,,,HEEGRAUCH,71.86,,,
2024-01-07,6,,,HEEGRAUCH,72.08,,,
2024-01-07,7,,,HEEGRAUCH,74.91,,,
2024-01-07,8,,,HEEGRAUCH,77.69,,,
2024-01-07,9,,,HEEGRAUCH,81.79,,,
2024-01-07,10,,,HEEGRAUCH,84.86,,,
2024-01-07,11,,,HEEGRAUCH,81.53,,,
2024-01-07,12,,,HEEGRAUCH,81.01,,,
2024-01-07,13,,,HEEGRAUCH,88.66,,,
2024-01-07,14,,,HEEGRAUCH,84.81,,,
2024-01-07,15,,,HEEGRAUCH,84.34,,,
2024-01-07,16,,,HEEGRAUCH,88.01,,,
2024-01-07,17,,,HEEGRAUCH,93.42,,,
2024-01-07,18,,,HEEGRAUCH,101.77,,,
2024-01-07,19,,,HEEGRAUCH,104.85,,,
2024-01-07,20,,,HEEGRAUCH,101.23,,,
2024-01-07,21,,,HEEGRAUCH,100.5,,,
2024-01-07,22,,,HEEGRAUCH,93.31,,,
2024-01-07,23,,,HEEGRAUCH,91.17,,,
2024-01-07,24,,,HEEGRAUCH,83.86,,,
2024-01-08,1,,,HEEGRAUCH,78.06,,,
2024-01-08,2,,,HEEGRAUCH,74.36,,,
2024-01-08,3,,,HEEGRAUCH,51.69,,,
2024-01-08,4,,,HEEGRAUCH,40.56,,,
2024-01-08,5,,,HEEGRAUCH,70,,,
2024-01-08,6,,,HEEGRAUCH,82.1,,,
2024-01-08,7,,,HEEGRAUCH,94.3,,,
2024-01-08,8,,,HEEGRAUCH,102.36,,,
2024-01-08,9,,,HEEGRAUCH,111.01,,,
2024-01-08,10,,,HEEGRAUCH,103.57,,,
2024-01-08,11,,,HEEGRAUCH,101.01,,,
2024-01-08,12,,,HEEGRAUCH,100.25,,,
2024-01-08,13,,,HEEGRAUCH,95.48,,,
2024-01-08,14,,,HEEGRAUCH,92.91,,,
2024-01-08,15,,,HEEGRAUCH,100,,,
2024-01-08,16,,,HEEGRAUCH,107.86,,,
2024-01-08,17,,,HEEGRAUCH,122,,,
2024-01-08,18,,,HEEGRAUCH,130.1,,,
2024-01-08,19,,,HEEGRAUCH,129.99,,,
2024-01-08,20,,,HEEGRAUCH,122.01,,,
2024-01-08,21,,,HEEGRAUCH,114.18,,,
2024-01-08,22,,,HEEGRAUCH,102.79,,,
2024-01-08,23,,,HEEGRAUCH,99.96,,,
2024-01-08,24,,,HEEGRAUCH,91.75,,,
2024-01-09,1,,,HEEGRAUCH,87.53,,,
2024-01-09,2,,,HEEGRAUCH,86.18,,,
2024-01-09,3,,,HEEGRAUCH,85.01,,,
2024-01-09,4,,,HEEGRAUCH,84.09,,,
2024-01-09,5,,,HEEGRAUCH,85.16,,,
2024-01-09,6,,,HEEGRAUCH,89.56,,,
2024-01-09,7,,,HEEGRAUCH,107.4,,,
2024-01-09,8,,,HEEGRAUCH,122.01,,,
2024-01-09,9,,,HEEGRAUCH,132.85,,,
2024-01-09,10,,,HEEGRAUCH,120.85,,,
2024-01-09,11,,,HEEGRAUCH,112.1,,,
2024-01-09,12,,,HEEGRAUCH,104.97,,,
2024-01-09,13,,,HEEGRAUCH,99.69,,,
2024-01-09,14,,,HEEGRAUCH,100.18,,,
2024-01-09,15,,,HEEGRAUCH,110,,,
2024-01-09,16,,,HEEGRAUCH,114.25,,,
2024-01-09,17,,,HEEGRAUCH,127.36,,,
2024-01-09,18,,,HEEGRAUCH,137.35,,,
2024-01-09,19,,,HEEGRAUCH,137,,,
2024-01-09,20,,,HEEGRAUCH,130.05,,,
2024-01-09,21,,,HEEGRAUCH,117.67,,,
2024-01-09,22,,,HEEGRAUCH,109.18,,,
2024-01-09,23,,,HEEGRAUCH,105.61,,,
2024-01-09,24,,,HEEGRAUCH,96.58,,,
2024-01-10,1,,,HEEGRAUCH,89.16,,,
2024-01-10,2,,,HEEGRAUCH,86.76,,,
2024-01-10,3,,,HEEGRAUCH,86.73,,,
2024-01-10,4,,,HEEGRAUCH,85.8,,,
2024-01-10,5,,,HEEGRAUCH,87.8,,,
2024-01-10,6,,,HEEGRAUCH,91.46,,,
2024-01-10,7,,,HEEGRAUCH,108.96,,,
2024-01-10,8,,,HEEGRAUCH,120,,,
2024-01-10,9,,,HEEGRAUCH,139.2,,,
2024-01-10,10,,,HEEGRAUCH,104.56,,,
2024-01-10,11,,,HEEGRAUCH,117.47,,,
2024-01-10,12,,,HEEGRAUCH,109.13,,,
2024-01-10,13,,,HEEGRAUCH,101.73,,,
2024-01-10,14,,,HEEGRAUCH,106.54,,,
2024-01-10,15,,,HEEGRAUCH,110.2,,,
2024-01-10,16,,,HEEGRAUCH,119.77,,,
2024-01-10,17,,,HEEGRAUCH,133.14,,,
2024-01-10,18,,,HEEGRAUCH,143.79,,,
2024-01-10,19,,,HEEGRAUCH,140,,,
2024-01-10,20,,,HEEGRAUCH,132.15,,,
2024-01-10,21,,,HEEGRAUCH,120,,,
2024-01-10,22,,,HEEGRAUCH,109.13,,,
2024-01-10,23,,,HEEGRAUCH,104.86,,,
2024-01-10,24,,,HEEGRAUCH,95.83,,,
2024-01-11,1,,,HEEGRAUCH,91.75,,,
2024-01-11,2,,,HEEGRAUCH,88.59,,,
2024-01-11,3,,,HEEGRAUCH,87.25,,,
2024-01-11,4,,,HEEGRAUCH,82.38,,,
2024-01-11,5,,,HEEGRAUCH,82.06,,,
2024-01-11,6,,,HEEGRAUCH,90.35,,,
2024-01-11,7,,,HEEGRAUCH,111.57,,,
2024-01-11,8,,,HEEGRAUCH,116.89,,,
2024-01-11,9,,,HEEGRAUCH,141,,,
2024-01-11,10,,,HEEGRAUCH,114.67,,,
2024-01-11,11,,,HEEGRAUCH,103.77,,,
2024-01-11,12,,,HEEGRAUCH,103.86,,,
2024-01-11,13,,,HEEGRAUCH,99.38,,,
2024-01-11,14,,,HEEGRAUCH,99,,,
2024-01-11,15,,,HEEGRAUCH,105.98,,,
2024-01-11,16,,,HEEGRAUCH,119.08,,,
2024-01-11,17,,,HEEGRAUCH,147.05,,,
2024-01-11,18,,,HEEGRAUCH,158.09,,,
2024-01-11,19,,,HEEGRAUCH,142,,,
2024-01-11,20,,,HEEGRAUCH,132.31,,,
2024-01-11,21,,,HEEGRAUCH,122,,,
2024-01-11,22,,,HEEGRAUCH,107.19,,,
2024-01-11,23,,,HEEGRAUCH,105.98,,,
2024-01-11,24,,,HEEGRAUCH,99,,,
2024-01-12,1,,,HEEGRAUCH,92.99,,,
2024-01-12,2,,,HEEGRAUCH,93,,,
2024-01-12,3,,,HEEGRAUCH,85.68,,,
2024-01-12,4,,,HEEGRAUCH,85.36,,,
2024-01-12,5,,,HEEGRAUCH,87.77,,,
2024-01-12,6,,,HEEGRAUCH,94.76,,,
2024-01-12,7,,,HEEGRAUCH,118.46,,,
2024-01-12,8,,,HEEGRAUCH,122.04,,,
2024-01-12,9,,,HEEGRAUCH,140.74,,,
2024-01-12,10,,,HEEGRAUCH,134.96,,,
2024-01-12,11,,,HEEGRAUCH,117.95,,,
2024-01-12,12,,,HEEGRAUCH,108.06,,,
2024-01-12,13,,,HEEGRAUCH,96.36,,,
2024-01-12,14,,,HEEGRAUCH,94,,,
2024-01-12,15,,,HEEGRAUCH,102.23,,,
2024-01-12,16,,,HEEGRAUCH,110,,,
2024-01-12,17,,,HEEGRAUCH,120,,,
2024-01-12,18,,,HEEGRAUCH,127.5,,,
2024-01-12,19,,,HEEGRAUCH,126,,,
2024-01-12,20,,,HEEGRAUCH,119.47,,,
2024-01-12,21,,,HEEGRAUCH,110,,,
2024-01-12,22,,,HEEGRAUCH,105.24,,,
2024-01-12,23,,,HEEGRAUCH,101.68,,,
2024-01-12,24,,,HEEGRAUCH,90.01,,,
2024-01-13,1,,,HEEGRAUCH,90,,,
2024-01-13,2,,,HEEGRAUCH,87.7,,,
2024-01-13,3,,,HEEGRAUCH,82,,,
2024-01-13,4,,,HEEGRAUCH,78.47,,,
2024-01-13,5,,,HEEGRAUCH,83.4,,,
2024-01-13,6,,,HEEGRAUCH,83.9,,,
2024-01-13,7,,,HEEGRAUCH,95.52,,,
2024-01-13,8,,,HEEGRAUCH,104.93,,,
2024-01-13,9,,,HEEGRAUCH,107.63,,,
2024-01-13,10,,,HEEGRAUCH,88.34,,,
2024-01-13,11,,,HEEGRAUCH,84.54,,,
2024-01-13,12,,,HEEGRAUCH,76.05,,,
2024-01-13,13,,,HEEGRAUCH,76.53,,,
2024-01-13,14,,,HEEGRAUCH,83.4,,,
2024-01-13,15,,,HEEGRAUCH,92.23,,,
2024-01-13,16,,,HEEGRAUCH,122,,,
2024-01-13,17,,,HEEGRAUCH,122.01,,,
2024-01-13,18,,,HEEGRAUCH,130,,,
2024-01-13,19,,,HEEGRAUCH,135,,,
2024-01-13,20,,,HEEGRAUCH,134,,,
2024-01-13,21,,,HEEGRAUCH,122.01,,,
2024-01-13,22,,,HEEGRAUCH,105,,,
2024-01-13,23,,,HEEGRAUCH,104.36,,,
2024-01-13,24,,,HEEGRAUCH,100.29,,,
2024-01-14,1,,,HEEGRAUCH,103,,,
2024-01-14,2,,,HEEGRAUCH,100.65,,,
2024-01-14,3,,,HEEGRAUCH,99.83,,,
2024-01-14,4,,,HEEGRAUCH,96.79,,,
2024-01-14,5,,,HEEGRAUCH,96.25,,,
2024-01-14,6,,,HEEGRAUCH,95.25,,,
2024-01-14,7,,,HEEGRAUCH,103.43,,,
2024-01-14,8,,,HEEGRAUCH,104.73,,,
2024-01-14,9,,,HEEGRAUCH,76.96,,,
2024-01-14,10,,,HEEGRAUCH,82.24,,,
2024-01-14,11,,,HEEGRAUCH,90.01,,,
2024-01-14,12,,,HEEGRAUCH,69.5,,,
2024-01-14,13,,,HEEGRAUCH,73.88,,,
2024-01-14,14,,,HEEGRAUCH,77.04,,,
2024-01-14,15,,,HEEGRAUCH,79.15,,,
2024-01-14,16,,,HEEGRAUCH,104.74,,,
2024-01-14,17,,,HEEGRAUCH,100.97,,,
2024-01-14,18,,,HEEGRAUCH,111,,,
2024-01-14,19,,,HEEGRAUCH,111.93,,,
2024-01-14,20,,,HEEGRAUCH,109.76,,,
2024-01-14,21,,,HEEGRAUCH,103.98,,,
2024-01-14,22,,,HEEGRAUCH,108.23,,,
2024-01-14,23,,,HEEGRAUCH,101.51,,,
2024-01-14,24,,,HEEGRAUCH,97.9,,,
2024-01-15,1,,,HEEGRAUCH,70.49,,,
2024-01-15,2,,,HEEGRAUCH,66.78,,,
2024-01-15,3,,,HEEGRAUCH,64.57,,,
2024-01-15,4,,,HEEGRAUCH,62.04,,,
2024-01-15,5,,,HEEGRAUCH,62.72,,,
2024-01-15,6,,,HEEGRAUCH,84.9,,,
2024-01-15,7,,,HEEGRAUCH,122,,,
2024-01-15,8,,,HEEGRAUCH,114.09,,,
2024-01-15,9,,,HEEGRAUCH,122,,,
2024-01-15,10,,,HEEGRAUCH,104.93,,,
2024-01-15,11,,,HEEGRAUCH,99.86,,,
2024-01-15,12,,,HEEGRAUCH,90.27,,,
2024-01-15,13,,,HEEGRAUCH,88.91,,,
2024-01-15,14,,,HEEGRAUCH,90.78,,,
2024-01-15,15,,,HEEGRAUCH,99.7,,,
2024-01-15,16,,,HEEGRAUCH,98.07,,,
2024-01-15,17,,,HEEGRAUCH,105.26,,,
2024-01-15,18,,,HEEGRAUCH,113.95,,,
2024-01-15,19,,,HEEGRAUCH,114.62,,,
2024-01-15,20,,,HEEGRAUCH,113.79,,,
2024-01-15,21,,,HEEGRAUCH,103.7,,,
2024-01-15,22,,,HEEGRAUCH,93.92,,,
2024-01-15,23,,,HEEGRAUCH,91.42,,,
2024-01-15,24,,,HEEGRAUCH,87.74,,,
2024-01-16,1,,,HEEGRAUCH,82.72,,,
2024-01-16,2,,,HEEGRAUCH,81.63,,,
2024-01-16,3,,,HEEGRAUCH,80.17,,,
2024-01-16,4,,,HEEGRAUCH,78.31,,,
2024-01-16,5,,,HEEGRAUCH,77.51,,,
2024-01-16,6,,,HEEGRAUCH,90,,,
2024-01-16,7,,,HEEGRAUCH,103.77,,,
2024-01-16,8,,,HEEGRAUCH,117,,,
2024-01-16,9,,,HEEGRAUCH,120.68,,,
2024-01-16,10,,,HEEGRAUCH,104.72,,,
2024-01-16,11,,,HEEGRAUCH,106.19,,,
2024-01-16,12,,,HEEGRAUCH,105.79,,,
2024-01-16,13,,,HEEGRAUCH,102.36,,,
2024-01-16,14,,,HEEGRAUCH,102.71,,,
2024-01-16,15,,,HEEGRAUCH,105.3,,,
2024-01-16,16,,,HEEGRAUCH,111.85,,,
2024-01-16,17,,,HEEGRAUCH,122.05,,,
2024-01-16,18,,,HEEGRAUCH,133,,,
2024-01-16,19,,,HEEGRAUCH,135.58,,,
2024-01-16,20,,,HEEGRAUCH,128.97,,,
2024-01-16,21,,,HEEGRAUCH,122,,,
2024-01-16,22,,,HEEGRAUCH,107.19,,,
2024-01-16,23,,,HEEGRAUCH,103.07,,,
2024-01-16,24,,,HEEGRAUCH,98.01,,,
2024-01-17,1,,,HEEGRAUCH,107.51,,,
2024-01-17,2,,,HEEGRAUCH,106.53,,,
2024-01-17,3,,,HEEGRAUCH,104.81,,,
2024-01-17,4,,,HEEGRAUCH,103.07,,,
2024-01-17,5,,,HEEGRAUCH,106,,,
2024-01-17,6,,,HEEGRAUCH,139.38,,,
2024-01-17,7,,,HEEGRAUCH,182.96,,,
2024-01-17,8,,,HEEGRAUCH,190.96,,,
2024-01-17,9,,,HEEGRAUCH,151.82,,,
2024-01-17,10,,,HEEGRAUCH,115.47,,,
2024-01-17,11,,,HEEGRAUCH,110.33,,,
2024-01-17,12,,,HEEGRAUCH,111.1,,,
2024-01-17,13,,,HEEGRAUCH,105.68,,,
2024-01-17,14,,,HEEGRAUCH,106.58,,,
2024-01-17,15,,,HEEGRAUCH,108.84,,,
2024-01-17,16,,,HEEGRAUCH,119.03,,,
2024-01-17,17,,,HEEGRAUCH,122,,,
2024-01-17,18,,,HEEGRAUCH,132.28,,,
2024-01-17,19,,,HEEGRAUCH,122,,,
2024-01-17,20,,,HEEGRAUCH,114.39,,,
2024-01-17,21,,,HEEGRAUCH,108.06,,,
2024-01-17,22,,,HEEGRAUCH,100,,,
2024-01-17,23,,,HEEGRAUCH,92.79,,,
2024-01-17,24,,,HEEGRAUCH,83.46,,,
2024-01-18,1,,,HEEGRAUCH,80.16,,,
2024-01-18,2,,,HEEGRAUCH,77.02,,,
2024-01-18,3,,,HEEGRAUCH,74.73,,,
2024-01-18,4,,,HEEGRAUCH,74.18,,,
2024-01-18,5,,,HEEGRAUCH,75.96,,,
2024-01-18,6,,,HEEGRAUCH,81.37,,,
2024-01-18,7,,,HEEGRAUCH,99,,,
2024-01-18,8,,,HEEGRAUCH,112.71,,,
2024-01-18,9,,,HEEGRAUCH,125,,,
2024-01-18,10,,,HEEGRAUCH,105.72,,,
2024-01-18,11,,,HEEGRAUCH,100,,,
2024-01-18,12,,,HEEGRAUCH,76.71,,,
2024-01-18,13,,,HEEGRAUCH,61.68,,,
2024-01-18,14,,,HEEGRAUCH,62.7,,,
2024-01-18,15,,,HEEGRAUCH,90.53,,,
2024-01-18,16,,,HEEGRAUCH,103.09,,,
2024-01-18,17,,,HEEGRAUCH,101.71,,,
2024-01-18,18,,,HEEGRAUCH,113.14,,,
2024-01-18,19,,,HEEGRAUCH,108.87,,,
2024-01-18,20,,,HEEGRAUCH,106.33,,,
2024-01-18,21,,,HEEGRAUCH,100.31,,,
2024-01-18,22,,,HEEGRAUCH,84.56,,,
2024-01-18,23,,,HEEGRAUCH,82.48,,,
2024-01-18,24,,,HEEGRAUCH,73.61,,,
2024-01-19,1,,,HEEGRAUCH,59.62,,,
2024-01-19,2,,,HEEGRAUCH,49.35,,,
2024-01-19,3,,,HEEGRAUCH,60.53,,,
2024-01-19,4,,,HEEGRAUCH,62.76,,,
2024-01-19,5,,,HEEGRAUCH,63.32,,,
2024-01-19,6,,,HEEGRAUCH,67.53,,,
2024-01-19,7,,,HEEGRAUCH,78.19,,,
2024-01-19,8,,,HEEGRAUCH,93.05,,,
2024-01-19,9,,,HEEGRAUCH,104.28,,,
2024-01-19,10,,,HEEGRAUCH,103,,,
2024-01-19,11,,,HEEGRAUCH,95.01,,,
2024-01-19,12,,,HEEGRAUCH,86.7,,,
2024-01-19,13,,,HEEGRAUCH,78.17,,,
2024-01-19,14,,,HEEGRAUCH,74.17,,,
2024-01-19,15,,,HEEGRAUCH,75.99,,,
2024-01-19,16,,,HEEGRAUCH,93.46,,,
2024-01-19,17,,,HEEGRAUCH,98.89,,,
2024-01-19,18,,,HEEGRAUCH,106.93,,,
2024-01-19,19,,,HEEGRAUCH,107.17,,,
2024-01-19,20,,,HEEGRAUCH,98.1,,,
2024-01-19,21,,,HEEGRAUCH,97.91,,,
2024-01-19,22,,,HEEGRAUCH,74.38,,,
2024-01-19,23,,,HEEGRAUCH,79.14,,,
2024-01-19,24,,,HEEGRAUCH,67.35,,,
2024-01-20,1,,,HEEGRAUCH,69.13,,,
2024-01-20,2,,,HEEGRAUCH,85.4,,,
2024-01-20,3,,,HEEGRAUCH,77.75,,,
2024-01-20,4,,,HEEGRAUCH,62.71,,,
2024-01-20,5,,,HEEGRAUCH,76.93,,,
2024-01-20,6,,,HEEGRAUCH,76.93,,,
2024-01-20,7,,,HEEGRAUCH,85.66,,,
2024-01-20,8,,,HEEGRAUCH,69.15,,,
2024-01-20,9,,,HEEGRAUCH,85.65,,,
2024-01-20,10,,,HEEGRAUCH,99,,,
2024-01-20,11,,,HEEGRAUCH,95.92,,,
2024-01-20,12,,,HEEGRAUCH,100,,,
2024-01-20,13,,,HEEGRAUCH,96.43,,,
2024-01-20,14,,,HEEGRAUCH,90,,,
2024-01-20,15,,,HEEGRAUCH,97.86,,,
2024-01-20,16,,,HEEGRAUCH,90.85,,,
2024-01-20,17,,,HEEGRAUCH,99.99,,,
2024-01-20,18,,,HEEGRAUCH,105,,,
2024-01-20,19,,,HEEGRAUCH,104.96,,,
2024-01-20,20,,,HEEGRAUCH,93.23,,,
2024-01-20,21,,,HEEGRAUCH,88.97,,,
2024-01-20,22,,,HEEGRAUCH,76.44,,,
2024-01-20,23,,,HEEGRAUCH,75.43,,,
2024-01-20,24,,,HEEGRAUCH,69.13,,,
2024-01-21,1,,,HEEGRAUCH,69.54,,,
2024-01-21,2,,,HEEGRAUCH,57.96,,,
2024-01-21,3,,,HEEGRAUCH,55.15,,,
2024-01-21,4,,,HEEGRAUCH,50.89,,,
2024-01-21,5,,,HEEGRAUCH,53.72,,,
2024-01-21,6,,,HEEGRAUCH,61.2,,,
2024-01-21,7,,,HEEGRAUCH,61.44,,,
2024-01-21,8,,,HEEGRAUCH,64.65,,,
2024-01-21,9,,,HEEGRAUCH,66.25,,,
2024-01-21,10,,,HEEGRAUCH,59.01,,,
2024-01-21,11,,,HEEGRAUCH,54.65,,,
2024-01-21,12,,,HEEGRAUCH,50.98,,,
2024-01-21,13,,,HEEGRAUCH,46.25,,,
2024-01-21,14,,,HEEGRAUCH,47.03,,,
2024-01-21,15,,,HEEGRAUCH,61.49,,,
2024-01-21,16,,,HEEGRAUCH,88.38,,,
2024-01-21,17,,,HEEGRAUCH,95,,,
2024-01-21,18,,,HEEGRAUCH,98.81,,,
2024-01-21,19,,,HEEGRAUCH,101.87,,,
2024-01-21,20,,,HEEGRAUCH,98.69,,,
2024-01-21,21,,,HEEGRAUCH,94,,,
2024-01-21,22,,,HEEGRAUCH,77.65,,,
2024-01-21,23,,,HEEGRAUCH,75,,,
