date,hour,season,peak,RIC,spot,forecast,value_bl,value_gas
2024-03-05,8,,,HEEGRAUCH,79.28,,,
2024-03-05,9,,,HEEGRAUCH,81.63,,,
2024-03-05,10,,,HEEGRAUCH,77,,,
2024-03-05,11,,,HEEGRAUCH,71.15,,,
2024-03-05,12,,,HEEGRAUCH,69.72,,,
2024-03-05,13,,,HEEGRAUCH,67.96,,,
2024-03-05,14,,,HEEGRAUCH,68.56,,,
2024-03-05,15,,,HEEGRAUCH,71.95,,,
2024-03-05,16,,,HEEGRAUCH,75.47,,,
2024-03-05,17,,,HEEGRAUCH,77.49,,,
2024-03-05,18,,,HEEGRAUCH,93.06,,,
2024-03-05,19,,,HEEGRAUCH,107.32,,,
2024-03-05,20,,,HEEGRAUCH,115.36,,,
2024-03-05,21,,,HEEGRAUCH,95.26,,,
2024-03-05,22,,,HEEGRAUCH,84.21,,,
2024-03-05,23,,,HEEGRAUCH,77.85,,,
2024-03-05,24,,,HEEGRAUCH,72.03,,,
2024-03-06,1,,,HEEGRAUCH,71,,,
2024-03-06,2,,,HEEGRAUCH,70.7,,,
2024-03-06,3,,,HEEGRAUCH,70.47,,,
2024-03-06,4,,,HEEGRAUCH,69.74,,,
2024-03-06,5,,,HEEGRAUCH,70.46,,,
2024-03-06,6,,,HEEGRAUCH,73.91,,,
2024-03-06,7,,,HEEGRAUCH,83.98,,,
2024-03-06,8,,,HEEGRAUCH,106.64,,,
2024-03-06,9,,,HEEGRAUCH,92.34,,,
2024-03-06,10,,,HEEGRAUCH,81.97,,,
2024-03-06,11,,,HEEGRAUCH,70.04,,,
2024-03-06,12,,,HEEGRAUCH,62.76,,,
2024-03-06,13,,,HEEGRAUCH,62,,,
2024-03-06,14,,,HEEGRAUCH,65.92,,,
2024-03-06,15,,,HEEGRAUCH,70.64,,,
2024-03-06,16,,,HEEGRAUCH,73.7,,,
2024-03-06,17,,,HEEGRAUCH,81.91,,,
2024-03-06,18,,,HEEGRAUCH,100.98,,,
2024-03-06,19,,,HEEGRAUCH,122.02,,,
2024-03-06,20,,,HEEGRAUCH,122.46,,,
2024-03-06,21,,,HEEGRAUCH,100,,,
2024-03-06,22,,,HEEGRAUCH,80.49,,,
2024-03-06,23,,,HEEGRAUCH,79.37,,,
2024-03-06,24,,,HEEGRAUCH,74.34,,,
2024-03-07,1,,,HEEGRAUCH,73.33,,,
2024-03-07,2,,,HEEGRAUCH,72.32,,,
2024-03-07,3,,,HEEGRAUCH,70.34,,,
2024-03-07,4,,,HEEGRAUCH,68.71,,,
2024-03-07,5,,,HEEGRAUCH,69.89,,,
2024-03-07,6,,,HEEGRAUCH,73.13,,,
2024-03-07,7,,,HEEGRAUCH,84.27,,,
2024-03-07,8,,,HEEGRAUCH,103.2,,,
2024-03-07,9,,,HEEGRAUCH,96.7,,,
2024-03-07,10,,,HEEGRAUCH,79.09,,,
2024-03-07,11,,,HEEGRAUCH,71.31,,,
2024-03-07,12,,,HEEGRAUCH,66.16,,,
2024-03-07,13,,,HEEGRAUCH,74.27,,,
2024-03-07,14,,,HEEGRAUCH,75.72,,,
2024-03-07,15,,,HEEGRAUCH,75.74,,,
2024-03-07,16,,,HEEGRAUCH,80.15,,,
2024-03-07,17,,,HEEGRAUCH,80.84,,,
2024-03-07,18,,,HEEGRAUCH,95,,,
2024-03-07,19,,,HEEGRAUCH,122,,,
2024-03-07,20,,,HEEGRAUCH,98.14,,,
2024-03-07,21,,,HEEGRAUCH,91.89,,,
2024-03-07,22,,,HEEGRAUCH,80.85,,,
2024-03-07,23,,,HEEGRAUCH,76.28,,,
2024-03-07,24,,,HEEGRAUCH,71.32,,,
2024-03-08,1,,,HEEGRAUCH,71.51,,,
2024-03-08,2,,,HEEGRAUCH,66.96,,,
2024-03-08,3,,,HEEGRAUCH,67.01,,,
2024-03-08,4,,,HEEGRAUCH,65.99,,,
2024-03-08,5,,,HEEGRAUCH,70.28,,,
2024-03-08,6,,,HEEGRAUCH,76.91,,,
2024-03-08,7,,,HEEGRAUCH,89.87,,,
2024-03-08,8,,,HEEGRAUCH,95.02,,,
2024-03-08,9,,,HEEGRAUCH,71.01,,,
2024-03-08,10,,,HEEGRAUCH,68.85,,,
2024-03-08,11,,,HEEGRAUCH,57.89,,,
2024-03-08,12,,,HEEGRAUCH,55.16,,,
2024-03-08,13,,,HEEGRAUCH,60,,,
2024-03-08,14,,,HEEGRAUCH,58.38,,,
2024-03-08,15,,,HEEGRAUCH,61.5,,,
2024-03-08,16,,,HEEGRAUCH,57.76,,,
2024-03-08,17,,,HEEGRAUCH,78.52,,,
2024-03-08,18,,,HEEGRAUCH,101.49,,,
2024-03-08,19,,,HEEGRAUCH,122.43,,,
2024-03-08,20,,,HEEGRAUCH,122.01,,,
2024-03-08,21,,,HEEGRAUCH,113.12,,,
2024-03-08,22,,,HEEGRAUCH,83.3,,,
2024-03-08,23,,,HEEGRAUCH,80.62,,,
2024-03-08,24,,,HEEGRAUCH,79.78,,,
2024-03-09,1,,,HEEGRAUCH,77.55,,,
2024-03-09,2,,,HEEGRAUCH,78.09,,,
2024-03-09,3,,,HEEGRAUCH,76.38,,,
2024-03-09,4,,,HEEGRAUCH,73.94,,,
2024-03-09,5,,,HEEGRAUCH,76.84,,,
2024-03-09,6,,,HEEGRAUCH,73.75,,,
2024-03-09,7,,,HEEGRAUCH,80.35,,,
2024-03-09,8,,,HEEGRAUCH,71.12,,,
2024-03-09,9,,,HEEGRAUCH,78.63,,,
2024-03-09,10,,,HEEGRAUCH,51.47,,,
2024-03-09,11,,,HEEGRAUCH,43.04,,,
2024-03-09,12,,,HEEGRAUCH,38.22,,,
2024-03-09,13,,,HEEGRAUCH,75.01,,,
2024-03-09,14,,,HEEGRAUCH,71.4,,,
2024-03-09,15,,,HEEGRAUCH,72.24,,,
2024-03-09,16,,,HEEGRAUCH,75,,,
2024-03-09,17,,,HEEGRAUCH,76.34,,,
2024-03-09,18,,,HEEGRAUCH,87.23,,,
2024-03-09,19,,,HEEGRAUCH,115,,,
2024-03-09,20,,,HEEGRAUCH,106.15,,,
2024-03-09,21,,,HEEGRAUCH,98.32,,,
2024-03-09,22,,,HEEGRAUCH,92.48,,,
2024-03-09,23,,,HEEGRAUCH,82.34,,,
2024-03-09,24,,,HEEGRAUCH,81.91,,,
2024-03-10,1,,,HEEGRAUCH,72,,,
2024-03-10,2,,,HEEGRAUCH,73.53,,,
2024-03-10,3,,,HEEGRAUCH,62.55,,,
2024-03-10,4,,,HEEGRAUCH,55.01,,,
2024-03-10,5,,,HEEGRAUCH,57.55,,,
2024-03-10,6,,,HEEGRAUCH,75.89,,,
2024-03-10,7,,,HEEGRAUCH,80,,,
2024-03-10,8,,,HEEGRAUCH,91.7,,,
2024-03-10,9,,,HEEGRAUCH,86.69,,,
2024-03-10,10,,,HEEGRAUCH,81,,,
2024-03-10,11,,,HEEGRAUCH,71.93,,,
2024-03-10,12,,,HEEGRAUCH,58.8,,,
2024-03-10,13,,,HEEGRAUCH,60.37,,,
2024-03-10,14,,,HEEGRAUCH,60.37,,,
2024-03-10,15,,,HEEGRAUCH,67,,,
2024-03-10,16,,,HEEGRAUCH,73.43,,,
2024-03-10,17,,,HEEGRAUCH,78.71,,,
2024-03-10,18,,,HEEGRAUCH,79.04,,,
2024-03-10,19,,,HEEGRAUCH,100.03,,,
2024-03-10,20,,,HEEGRAUCH,83.43,,,
2024-03-10,21,,,HEEGRAUCH,77.31,,,
2024-03-10,22,,,HEEGRAUCH,51.47,,,
2024-03-10,23,,,HEEGRAUCH,60.37,,,
2024-03-10,24,,,HEEGRAUCH,67.08,,,
2024-03-11,1,,,HEEGRAUCH,72,,,
2024-03-11,2,,,HEEGRAUCH,73.53,,,
2024-03-11,3,,,HEEGRAUCH,62.55,,,
2024-03-11,4,,,HEEGRAUCH,55.01,,,
2024-03-11,5,,,HEEGRAUCH,57.55,,,
2024-03-11,6,,,HEEGRAUCH,75.89,,,
2024-03-11,7,,,HEEGRAUCH,80,,,
2024-03-11,8,,,HEEGRAUCH,91.7,,,
2024-03-11,9,,,HEEGRAUCH,86.69,,,
2024-03-11,10,,,HEEGRAUCH,81,,,
2024-03-11,11,,,HEEGRAUCH,71.93,,,
2024-03-11,12,,,HEEGRAUCH,58.8,,,
2024-03-11,13,,,HEEGRAUCH,60.37,,,
2024-03-11,14,,,HEEGRAUCH,60.37,,,
2024-03-11,15,,,HEEGRAUCH,67,,,
2024-03-11,16,,,HEEGRAUCH,73.43,,,
2024-03-11,17,,,HEEGRAUCH,78.71,,,
2024-03-11,18,,,HEEGRAUCH,79.04,,,
2024-03-11,19,,,HEEGRAUCH,100.03,,,
2024-03-11,20,,,HEEGRAUCH,83.43,,,
2024-03-11,21,,,HEEGRAUCH,77.31,,,
2024-03-11,22,,,HEEGRAUCH,51.47,,,
2024-03-11,23,,,HEEGRAUCH,60.37,,,
2024-03-11,24,,,HEEGRAUCH,67.08,,,
2024-03-12,1,,,HEEGRAUCH,56.81,,,
2024-03-12,2,,,HEEGRAUCH,65.56,,,
2024-03-12,3,,,HEEGRAUCH,66.51,,,
2024-03-12,4,,,HEEGRAUCH,65.2,,,
2024-03-12,5,,,HEEGRAUCH,66.03,,,
2024-03-12,6,,,HEEGRAUCH,70.92,,,
2024-03-12,7,,,HEEGRAUCH,76.59,,,
2024-03-12,8,,,HEEGRAUCH,80.5,,,
2024-03-12,9,,,HEEGRAUCH,80.19,,,
2024-03-12,10,,,HEEGRAUCH,55,,,
2024-03-12,11,,,HEEGRAUCH,9.86,,,
2024-03-12,12,,,HEEGRAUCH,9.86,,,
2024-03-12,13,,,HEEGRAUCH,17.74,,,
2024-03-12,14,,,HEEGRAUCH,18.57,,,
2024-03-12,15,,,HEEGRAUCH,65.79,,,
2024-03-12,16,,,HEEGRAUCH,80.67,,,
2024-03-12,17,,,HEEGRAUCH,93.71,,,
2024-03-12,18,,,HEEGRAUCH,94.49,,,
2024-03-12,19,,,HEEGRAUCH,122.01,,,
2024-03-12,20,,,HEEGRAUCH,119.53,,,
2024-03-12,21,,,HEEGRAUCH,95.18,,,
2024-03-12,22,,,HEEGRAUCH,82.06,,,
2024-03-12,23,,,HEEGRAUCH,77.96,,,
2024-03-12,24,,,HEEGRAUCH,69.55,,,
2024-03-13,1,,,HEEGRAUCH,63.13,,,
2024-03-13,2,,,HEEGRAUCH,61.23,,,
2024-03-13,3,,,HEEGRAUCH,60.55,,,
2024-03-13,4,,,HEEGRAUCH,59.98,,,
2024-03-13,5,,,HEEGRAUCH,62.23,,,
2024-03-13,6,,,HEEGRAUCH,68.43,,,
2024-03-13,7,,,HEEGRAUCH,83.39,,,
2024-03-13,8,,,HEEGRAUCH,92.15,,,
2024-03-13,9,,,HEEGRAUCH,94.33,,,
2024-03-13,10,,,HEEGRAUCH,80.53,,,
2024-03-13,11,,,HEEGRAUCH,70.53,,,
2024-03-13,12,,,HEEGRAUCH,67.57,,,
2024-03-13,13,,,HEEGRAUCH,67.69,,,
2024-03-13,14,,,HEEGRAUCH,70,,,
2024-03-13,15,,,HEEGRAUCH,74.95,,,
2024-03-13,16,,,HEEGRAUCH,79.19,,,
2024-03-13,17,,,HEEGRAUCH,86.11,,,
2024-03-13,18,,,HEEGRAUCH,98.42,,,
2024-03-13,19,,,HEEGRAUCH,104.78,,,
2024-03-13,20,,,HEEGRAUCH,103.81,,,
2024-03-13,21,,,HEEGRAUCH,89.86,,,
2024-03-13,22,,,HEEGRAUCH,77.62,,,
2024-03-13,23,,,HEEGRAUCH,78.22,,,
2024-03-13,24,,,HEEGRAUCH,70,,,
2024-03-14,1,,,HEEGRAUCH,63.29,,,
2024-03-14,2,,,HEEGRAUCH,66.68,,,
2024-03-14,3,,,HEEGRAUCH,69.99,,,
2024-03-14,4,,,HEEGRAUCH,73.13,,,
2024-03-14,5,,,HEEGRAUCH,74.58,,,
2024-03-14,6,,,HEEGRAUCH,79.84,,,
2024-03-14,7,,,HEEGRAUCH,85.72,,,
2024-03-14,8,,,HEEGRAUCH,90.91,,,
2024-03-14,9,,,HEEGRAUCH,81.99,,,
2024-03-14,10,,,HEEGRAUCH,65.71,,,
2024-03-14,11,,,HEEGRAUCH,54.32,,,
2024-03-14,12,,,HEEGRAUCH,52.44,,,
2024-03-14,13,,,HEEGRAUCH,53.06,,,
2024-03-14,14,,,HEEGRAUCH,59.37,,,
2024-03-14,15,,,HEEGRAUCH,60.77,,,
2024-03-14,16,,,HEEGRAUCH,70.73,,,
2024-03-14,17,,,HEEGRAUCH,82.35,,,
2024-03-14,18,,,HEEGRAUCH,97,,,
2024-03-14,19,,,HEEGRAUCH,114.77,,,
2024-03-14,20,,,HEEGRAUCH,102.3,,,
2024-03-14,21,,,HEEGRAUCH,88.6,,,
2024-03-14,22,,,HEEGRAUCH,82.62,,,
2024-03-14,23,,,HEEGRAUCH,76.51,,,
2024-03-14,24,,,HEEGRAUCH,76.48,,,
2024-03-15,1,,,HEEGRAUCH,57.65,,,
2024-03-15,2,,,HEEGRAUCH,69.27,,,
2024-03-15,3,,,HEEGRAUCH,61.93,,,
2024-03-15,4,,,HEEGRAUCH,64.22,,,
2024-03-15,5,,,HEEGRAUCH,64.49,,,
2024-03-15,6,,,HEEGRAUCH,73.84,,,
2024-03-15,7,,,HEEGRAUCH,78.08,,,
2024-03-15,8,,,HEEGRAUCH,75.37,,,
2024-03-15,9,,,HEEGRAUCH,70.02,,,
2024-03-15,10,,,HEEGRAUCH,53.8,,,
2024-03-15,11,,,HEEGRAUCH,46.26,,,
2024-03-15,12,,,HEEGRAUCH,39.07,,,
2024-03-15,13,,,HEEGRAUCH,38.19,,,
2024-03-15,14,,,HEEGRAUCH,38.81,,,
2024-03-15,15,,,HEEGRAUCH,42.23,,,
2024-03-15,16,,,HEEGRAUCH,49.06,,,
2024-03-15,17,,,HEEGRAUCH,70.15,,,
2024-03-15,18,,,HEEGRAUCH,86.83,,,
2024-03-15,19,,,HEEGRAUCH,102.06,,,
2024-03-15,20,,,HEEGRAUCH,91.12,,,
2024-03-15,21,,,HEEGRAUCH,80.52,,,
2024-03-15,22,,,HEEGRAUCH,73.88,,,
2024-03-15,23,,,HEEGRAUCH,77.18,,,
2024-03-15,24,,,HEEGRAUCH,77.16,,,
2024-03-16,1,,,HEEGRAUCH,77.88,,,
2024-03-16,2,,,HEEGRAUCH,74.61,,,
2024-03-16,3,,,HEEGRAUCH,71.5,,,
2024-03-16,4,,,HEEGRAUCH,67.27,,,
2024-03-16,5,,,HEEGRAUCH,68.61,,,
2024-03-16,6,,,HEEGRAUCH,74.71,,,
2024-03-16,7,,,HEEGRAUCH,83.62,,,
2024-03-16,8,,,HEEGRAUCH,59.99,,,
2024-03-16,9,,,HEEGRAUCH,53.23,,,
2024-03-16,10,,,HEEGRAUCH,47.01,,,
2024-03-16,11,,,HEEGRAUCH,44.88,,,
2024-03-16,12,,,HEEGRAUCH,42.59,,,
2024-03-16,13,,,HEEGRAUCH,38.34,,,
2024-03-16,14,,,HEEGRAUCH,32.4,,,
2024-03-16,15,,,HEEGRAUCH,37.55,,,
2024-03-16,16,,,HEEGRAUCH,50,,,
2024-03-16,17,,,HEEGRAUCH,74.28,,,
2024-03-16,18,,,HEEGRAUCH,95.5,,,
2024-03-16,19,,,HEEGRAUCH,117.49,,,
2024-03-16,20,,,HEEGRAUCH,122.01,,,
2024-03-16,21,,,HEEGRAUCH,83.45,,,
2024-03-16,22,,,HEEGRAUCH,76.4,,,
2024-03-16,23,,,HEEGRAUCH,74.2,,,
2024-03-16,24,,,HEEGRAUCH,74.53,,,
2024-03-17,1,,,HEEGRAUCH,74.46,,,
2024-03-17,2,,,HEEGRAUCH,74.97,,,
2024-03-17,3,,,HEEGRAUCH,74.39,,,
2024-03-17,4,,,HEEGRAUCH,74.21,,,
2024-03-17,5,,,HEEGRAUCH,63.48,,,
2024-03-17,6,,,HEEGRAUCH,74.11,,,
2024-03-17,7,,,HEEGRAUCH,69.99,,,
2024-03-17,8,,,HEEGRAUCH,54.22,,,
2024-03-17,9,,,HEEGRAUCH,75,,,
2024-03-17,10,,,HEEGRAUCH,46.25,,,
2024-03-17,11,,,HEEGRAUCH,39.2,,,
2024-03-17,12,,,HEEGRAUCH,34.78,,,
2024-03-17,13,,,HEEGRAUCH,37.71,,,
2024-03-17,14,,,HEEGRAUCH,29.36,,,
2024-03-17,15,,,HEEGRAUCH,45.03,,,
2024-03-17,16,,,HEEGRAUCH,53.26,,,
2024-03-17,17,,,HEEGRAUCH,70.82,,,
2024-03-17,18,,,HEEGRAUCH,79.36,,,
2024-03-17,19,,,HEEGRAUCH,89.06,,,
2024-03-17,20,,,HEEGRAUCH,87.37,,,
2024-03-17,21,,,HEEGRAUCH,77.89,,,
2024-03-17,22,,,HEEGRAUCH,72.33,,,
2024-03-17,23,,,HEEGRAUCH,72.1,,,
2024-03-17,24,,,HEEGRAUCH,65.91,,,
2024-03-18,1,,,HEEGRAUCH,64.12,,,
2024-03-18,2,,,HEEGRAUCH,57.14,,,
2024-03-18,3,,,HEEGRAUCH,58.31,,,
2024-03-18,4,,,HEEGRAUCH,58.54,,,
2024-03-18,5,,,HEEGRAUCH,62.73,,,
2024-03-18,6,,,HEEGRAUCH,68.39,,,
2024-03-18,7,,,HEEGRAUCH,83.63,,,
2024-03-18,8,,,HEEGRAUCH,90.47,,,
2024-03-18,9,,,HEEGRAUCH,62.3,,,
2024-03-18,10,,,HEEGRAUCH,35.35,,,
2024-03-18,11,,,HEEGRAUCH,48.49,,,
2024-03-18,12,,,HEEGRAUCH,53.94,,,
2024-03-18,13,,,HEEGRAUCH,57.89,,,
2024-03-18,14,,,HEEGRAUCH,61.4,,,
2024-03-18,15,,,HEEGRAUCH,75.12,,,
2024-03-18,16,,,HEEGRAUCH,74.82,,,
2024-03-18,17,,,HEEGRAUCH,93.56,,,
2024-03-18,18,,,HEEGRAUCH,102.83,,,
2024-03-18,19,,,HEEGRAUCH,113.91,,,
2024-03-18,20,,,HEEGRAUCH,125.16,,,
2024-03-18,21,,,HEEGRAUCH,107.46,,,
2024-03-18,22,,,HEEGRAUCH,92.7,,,
2024-03-18,23,,,HEEGRAUCH,85.11,,,
2024-03-18,24,,,HEEGRAUCH,74.66,,,
2024-03-19,1,,,HEEGRAUCH,74,,,
2024-03-19,2,,,HEEGRAUCH,73.12,,,
2024-03-19,3,,,HEEGRAUCH,70.77,,,
2024-03-19,4,,,HEEGRAUCH,70.46,,,
2024-03-19,5,,,HEEGRAUCH,72.46,,,
2024-03-19,6,,,HEEGRAUCH,74.37,,,
2024-03-19,7,,,HEEGRAUCH,94.86,,,
2024-03-19,8,,,HEEGRAUCH,109.89,,,
2024-03-19,9,,,HEEGRAUCH,95.87,,,
2024-03-19,10,,,HEEGRAUCH,73.93,,,
2024-03-19,11,,,HEEGRAUCH,63.93,,,
2024-03-19,12,,,HEEGRAUCH,58.19,,,
2024-03-19,13,,,HEEGRAUCH,64.13,,,
2024-03-19,14,,,HEEGRAUCH,65,,,
2024-03-19,15,,,HEEGRAUCH,72.98,,,
2024-03-19,16,,,HEEGRAUCH,75.09,,,
2024-03-19,17,,,HEEGRAUCH,86.29,,,
2024-03-19,18,,,HEEGRAUCH,105.48,,,
2024-03-19,19,,,HEEGRAUCH,124.7,,,
2024-03-19,20,,,HEEGRAUCH,128.96,,,
2024-03-19,21,,,HEEGRAUCH,110,,,
2024-03-19,22,,,HEEGRAUCH,90.73,,,
2024-03-19,23,,,HEEGRAUCH,82.25,,,
2024-03-19,24,,,HEEGRAUCH,76.1,,,
2024-03-20,1,,,HEEGRAUCH,76.01,,,
2024-03-20,2,,,HEEGRAUCH,73.06,,,
2024-03-20,3,,,HEEGRAUCH,73.86,,,
2024-03-20,4,,,HEEGRAUCH,73.79,,,
2024-03-20,5,,,HEEGRAUCH,58.96,,,
2024-03-20,6,,,HEEGRAUCH,63.95,,,
2024-03-20,7,,,HEEGRAUCH,62.99,,,
2024-03-20,8,,,HEEGRAUCH,40.23,,,
2024-03-20,9,,,HEEGRAUCH,15,,,
2024-03-20,10,,,HEEGRAUCH,9.86,,,
2024-03-20,11,,,HEEGRAUCH,0.2,,,
2024-03-20,12,,,HEEGRAUCH,1.04,,,
2024-03-20,13,,,HEEGRAUCH,9.86,,,
2024-03-20,14,,,HEEGRAUCH,9.86,,,
2024-03-20,15,,,HEEGRAUCH,32.78,,,
2024-03-20,16,,,HEEGRAUCH,65.47,,,
2024-03-20,17,,,HEEGRAUCH,86.1,,,
2024-03-20,18,,,HEEGRAUCH,117.02,,,
2024-03-20,19,,,HEEGRAUCH,145,,,
2024-03-20,20,,,HEEGRAUCH,156.39,,,
2024-03-20,21,,,HEEGRAUCH,125.36,,,
2024-03-20,22,,,HEEGRAUCH,104.68,,,
2024-03-20,23,,,HEEGRAUCH,93.21,,,
2024-03-20,24,,,HEEGRAUCH,77.94,,,
2024-03-21,1,,,HEEGRAUCH,75.14,,,
2024-03-21,2,,,HEEGRAUCH,73.08,,,
2024-03-21,3,,,HEEGRAUCH,73.59,,,
2024-03-21,4,,,HEEGRAUCH,76.03,,,
2024-03-21,5,,,HEEGRAUCH,76.52,,,
2024-03-21,6,,,HEEGRAUCH,76.32,,,
2024-03-21,7,,,HEEGRAUCH,90.99,,,
2024-03-21,8,,,HEEGRAUCH,96.43,,,
2024-03-21,9,,,HEEGRAUCH,98.98,,,
2024-03-21,10,,,HEEGRAUCH,77.76,,,
2024-03-21,11,,,HEEGRAUCH,30.27,,,
2024-03-21,12,,,HEEGRAUCH,14.99,,,
2024-03-21,13,,,HEEGRAUCH,15,,,
2024-03-21,14,,,HEEGRAUCH,58.65,,,
2024-03-21,15,,,HEEGRAUCH,63.77,,,
2024-03-21,16,,,HEEGRAUCH,71.6,,,
2024-03-21,17,,,HEEGRAUCH,79.46,,,
2024-03-21,18,,,HEEGRAUCH,99.47,,,
2024-03-21,19,,,HEEGRAUCH,121.89,,,
2024-03-21,20,,,HEEGRAUCH,122.01,,,
2024-03-21,21,,,HEEGRAUCH,96.91,,,
2024-03-21,22,,,HEEGRAUCH,81.58,,,
2024-03-21,23,,,HEEGRAUCH,75.87,,,
2024-03-21,24,,,HEEGRAUCH,69.31,,,
2024-03-22,1,,,HEEGRAUCH,58.48,,,
2024-03-22,2,,,HEEGRAUCH,68.45,,,
2024-03-22,3,,,HEEGRAUCH,71.56,,,
2024-03-22,4,,,HEEGRAUCH,70,,,
2024-03-22,5,,,HEEGRAUCH,73.37,,,
2024-03-22,6,,,HEEGRAUCH,73.03,,,
2024-03-22,7,,,HEEGRAUCH,83.75,,,
2024-03-22,8,,,HEEGRAUCH,77.03,,,
2024-03-22,9,,,HEEGRAUCH,62.12,,,
2024-03-22,10,,,HEEGRAUCH,48.73,,,
2024-03-22,11,,,HEEGRAUCH,40,,,
2024-03-22,12,,,HEEGRAUCH,38.36,,,
2024-03-22,13,,,HEEGRAUCH,46.95,,,
2024-03-22,14,,,HEEGRAUCH,48.85,,,
2024-03-22,15,,,HEEGRAUCH,58.72,,,
2024-03-22,16,,,HEEGRAUCH,59.82,,,
2024-03-22,17,,,HEEGRAUCH,72.27,,,
2024-03-22,18,,,HEEGRAUCH,84.95,,,
2024-03-22,19,,,HEEGRAUCH,110.86,,,
2024-03-22,20,,,HEEGRAUCH,113.47,,,
2024-03-22,21,,,HEEGRAUCH,90.34,,,
2024-03-22,22,,,HEEGRAUCH,77.62,,,
2024-03-22,23,,,HEEGRAUCH,75.14,,,
2024-03-22,24,,,HEEGRAUCH,73.23,,,
2024-03-23,1,,,HEEGRAUCH,72.99,,,
2024-03-23,2,,,HEEGRAUCH,71.95,,,
2024-03-23,3,,,HEEGRAUCH,73.57,,,
2024-03-23,4,,,HEEGRAUCH,75.9,,,
2024-03-23,5,,,HEEGRAUCH,74.48,,,
2024-03-23,6,,,HEEGRAUCH,73.2,,,
2024-03-23,7,,,HEEGRAUCH,62.69,,,
2024-03-23,8,,,HEEGRAUCH,60.31,,,
2024-03-23,9,,,HEEGRAUCH,36.65,,,
2024-03-23,10,,,HEEGRAUCH,17.15,,,
2024-03-23,11,,,HEEGRAUCH,0.2,,,
2024-03-23,12,,,HEEGRAUCH,0.2,,,
2024-03-23,13,,,HEEGRAUCH,3.81,,,
2024-03-23,14,,,HEEGRAUCH,3.74,,,
2024-03-23,15,,,HEEGRAUCH,37.18,,,
2024-03-23,16,,,HEEGRAUCH,56,,,
2024-03-23,17,,,HEEGRAUCH,56.5,,,
2024-03-23,18,,,HEEGRAUCH,77.67,,,
2024-03-23,19,,,HEEGRAUCH,80.42,,,
2024-03-23,20,,,HEEGRAUCH,79.58,,,
2024-03-23,21,,,HEEGRAUCH,77.27,,,
2024-03-23,22,,,HEEGRAUCH,79.11,,,
2024-03-23,23,,,HEEGRAUCH,77.98,,,
2024-03-23,24,,,HEEGRAUCH,73.94,,,
2024-03-24,1,,,HEEGRAUCH,78.68,,,
2024-03-24,2,,,HEEGRAUCH,78.03,,,
2024-03-24,3,,,HEEGRAUCH,75,,,
2024-03-24,4,,,HEEGRAUCH,63,,,
2024-03-24,5,,,HEEGRAUCH,71.35,,,
2024-03-24,6,,,HEEGRAUCH,75,,,
2024-03-24,7,,,HEEGRAUCH,75,,,
2024-03-24,8,,,HEEGRAUCH,9.85,,,
2024-03-24,9,,,HEEGRAUCH,0.01,,,
2024-03-24,10,,,HEEGRAUCH,0.01,,,
2024-03-24,11,,,HEEGRAUCH,0.01,,,
2024-03-24,12,,,HEEGRAUCH,0,,,
2024-03-24,13,,,HEEGRAUCH,0,,,
2024-03-24,14,,,HEEGRAUCH,0,,,
2024-03-24,15,,,HEEGRAUCH,0,,,
2024-03-24,16,,,HEEGRAUCH,0.01,,,
2024-03-24,17,,,HEEGRAUCH,46.12,,,
2024-03-24,18,,,HEEGRAUCH,74.98,,,
2024-03-24,19,,,HEEGRAUCH,73.82,,,
2024-03-24,20,,,HEEGRAUCH,73.93,,,
2024-03-24,21,,,HEEGRAUCH,76.65,,,
2024-03-24,22,,,HEEGRAUCH,73.68,,,
2024-03-24,23,,,HEEGRAUCH,70.1,,,
2024-03-24,24,,,HEEGRAUCH,66.06,,,
2024-03-25,1,,,HEEGRAUCH,62.51,,,
2024-03-25,2,,,HEEGRAUCH,61.01,,,
2024-03-25,3,,,HEEGRAUCH,60.87,,,
2024-03-25,4,,,HEEGRAUCH,62.69,,,
2024-03-25,5,,,HEEGRAUCH,64.55,,,
2024-03-25,6,,,HEEGRAUCH,76.65,,,
2024-03-25,7,,,HEEGRAUCH,90.22,,,
2024-03-25,8,,,HEEGRAUCH,94.79,,,
2024-03-25,9,,,HEEGRAUCH,75.1,,,
2024-03-25,10,,,HEEGRAUCH,15,,,
2024-03-25,11,,,HEEGRAUCH,0.02,,,
2024-03-25,12,,,HEEGRAUCH,0.02,,,
2024-03-25,13,,,HEEGRAUCH,0.02,,,
2024-03-25,14,,,HEEGRAUCH,0.02,,,
2024-03-25,15,,,HEEGRAUCH,9.85,,,
2024-03-25,16,,,HEEGRAUCH,74.74,,,
2024-03-25,17,,,HEEGRAUCH,86.18,,,
2024-03-25,18,,,HEEGRAUCH,106.18,,,
2024-03-25,19,,,HEEGRAUCH,77.75,,,
2024-03-25,20,,,HEEGRAUCH,117.17,,,
2024-03-25,21,,,HEEGRAUCH,97.38,,,
2024-03-25,22,,,HEEGRAUCH,94.04,,,
2024-03-25,23,,,HEEGRAUCH,86.44,,,
2024-03-25,24,,,HEEGRAUCH,75.89,,,
2024-03-26,1,,,HEEGRAUCH,58.44,,,
2024-03-26,2,,,HEEGRAUCH,60.97,,,
2024-03-26,3,,,HEEGRAUCH,64.46,,,
2024-03-26,4,,,HEEGRAUCH,66.18,,,
