date,value,RIC
2019-10-09,8.8,TTFDA
2019-10-08,9.475,TTFDA
2019-10-07,10.15,TTFDA
2019-10-04,10.7,TTFDA
2019-10-03,12.9,TTFDA
2019-10-02,10.05,TTFDA
2019-10-01,9.45,TTFDA
2019-09-30,7.375,TTFDA
2019-09-27,9.1,TTFDA
2019-09-26,9.7,TTFDA
2019-09-25,10.25,TTFDA
2019-09-24,11.4,TTFDA
2019-09-23,10.3,TTFDA
2019-09-20,9.3,TTFDA
2019-09-19,9.3,TTFDA
2019-09-18,9.65,TTFDA
2019-09-17,9.35,TTFDA
2019-09-16,11.2,TTFDA
2019-09-13,10.925,TTFDA
2019-09-12,11,TTFDA
2019-09-11,10.45,TTFDA
2019-09-10,10.9,TTFDA
2019-09-09,9.45,TTFDA
2019-09-06,9.7,TTFDA
2019-09-05,8.15,TTFDA
2019-09-04,8,TTFDA
2019-09-03,8.375,TTFDA
2019-09-02,7.7,TTFDA
2019-08-30,9.025,TTFDA
2019-08-29,10.025,TTFDA
2019-08-28,10.25,TTFDA
2019-08-27,10.35,TTFDA
2019-08-26,10.2,TTFDA
2019-08-23,9.7,TTFDA
2019-08-22,10.375,TTFDA
2019-08-21,10.2,TTFDA
2019-08-20,10.05,TTFDA
2019-08-19,9.475,TTFDA
2019-08-16,9.7,TTFDA
2019-08-15,9.45,TTFDA
2019-08-14,9.725,TTFDA
2019-08-13,10.8,TTFDA
2019-08-12,10.375,TTFDA
2019-08-09,9.875,TTFDA
2019-08-08,10,TTFDA
2019-08-07,9.725,TTFDA
2019-08-06,9.7,TTFDA
2019-08-05,9.975,TTFDA
2019-08-02,11.25,TTFDA
2019-08-01,11.325,TTFDA
2019-07-31,10.25,TTFDA
2019-07-30,9.8,TTFDA
2019-07-29,9.55,TTFDA
2019-07-26,10.1,TTFDA
2019-07-25,9.975,TTFDA
2019-07-24,10.4,TTFDA
2019-07-23,10.7,TTFDA
2019-07-22,10.2,TTFDA
2019-07-19,10.6,TTFDA
2019-07-18,10.725,TTFDA
2019-07-17,11.4,TTFDA
2019-07-16,11.25,TTFDA
2019-07-15,12.875,TTFDA
2019-07-12,12.95,TTFDA
2019-07-11,12.775,TTFDA
2019-07-10,12.375,TTFDA
2019-07-09,11.45,TTFDA
2019-07-08,12.25,TTFDA
2019-07-05,11.1,TTFDA
2019-07-04,10.475,TTFDA
2019-07-03,10.2,TTFDA
2019-07-02,10.375,TTFDA
2019-07-01,10.4,TTFDA
2019-06-28,9.575,TTFDA
2019-06-27,9.3,TTFDA
2019-06-26,9.5,TTFDA
2019-06-25,9.15,TTFDA
2019-06-24,9.675,TTFDA
2019-06-21,10.45,TTFDA
2019-06-20,10.35,TTFDA
2019-06-19,10.6,TTFDA
2019-06-18,11.175,TTFDA
2019-06-17,11.475,TTFDA
2019-06-14,11.3,TTFDA
2019-06-13,11.5,TTFDA
2019-06-12,11.25,TTFDA
2019-06-11,11.2,TTFDA
2019-06-10,11.625,TTFDA
2019-06-07,11.125,TTFDA
2019-06-06,10.725,TTFDA
2019-06-05,10.525,TTFDA
2019-06-04,11.225,TTFDA
2019-06-03,10.25,TTFDA
2019-05-31,10.5,TTFDA
2019-05-30,11.4,TTFDA
2019-05-29,11.65,TTFDA
2019-05-28,12.475,TTFDA
2019-05-27,12.15,TTFDA
2019-05-24,12.325,TTFDA
2019-05-23,12.3,TTFDA
2019-05-22,12.825,TTFDA
2019-05-21,12.85,TTFDA
2019-05-20,12.825,TTFDA
2019-05-18,12.95,TTFDA
2019-05-17,12.95,TTFDA
2019-05-16,13.35,TTFDA
2019-05-15,14.05,TTFDA
2019-05-14,13.85,TTFDA
2019-05-13,13.975,TTFDA
2019-05-10,14.4,TTFDA
2019-05-09,14.45,TTFDA
2019-05-08,14.525,TTFDA
2019-05-07,14.3,TTFDA
2019-05-06,14.8,TTFDA
2019-05-03,14.65,TTFDA
2019-05-02,14.7,TTFDA
2019-05-01,14.25,TTFDA
2019-04-30,14.2,TTFDA
2019-04-29,14.65,TTFDA
2019-04-26,14.25,TTFDA
2019-04-25,14.95,TTFDA
2019-04-24,14.175,TTFDA
2019-04-23,14.5,TTFDA
2019-04-22,14.5,TTFDA
2019-04-19,14.675,TTFDA
2019-04-18,14.65,TTFDA
2019-04-17,14.9,TTFDA
2019-04-16,15.4,TTFDA
2019-04-15,14.9,TTFDA
2019-04-12,16,TTFDA
2019-04-11,16.4,TTFDA
2019-04-10,16.175,TTFDA
2019-04-09,16.7,TTFDA
2019-04-08,16.025,TTFDA
2019-04-05,16.35,TTFDA
2019-04-04,15.275,TTFDA
2019-04-03,14.475,TTFDA
2019-04-02,13.65,TTFDA
2019-04-01,14.025,TTFDA
2019-03-29,14.675,TTFDA
2019-03-28,14.275,TTFDA
2019-03-27,15,TTFDA
2019-03-26,14.725,TTFDA
2019-03-25,14.3,TTFDA
2019-03-22,14.3,TTFDA
2019-03-21,14.425,TTFDA
2019-03-20,15.225,TTFDA
2019-03-19,15.125,TTFDA
2019-03-18,15.5,TTFDA
2019-03-15,14.825,TTFDA
2019-03-14,15.6,TTFDA
2019-03-13,16.025,TTFDA
2019-03-12,16.45,TTFDA
2019-03-11,17,TTFDA
2019-03-08,16.95,TTFDA
2019-03-07,17.05,TTFDA
2019-03-06,16.975,TTFDA
2019-03-05,17.425,TTFDA
2019-03-04,17.6,TTFDA
2019-03-01,17.35,TTFDA
2019-02-28,17.65,TTFDA
2019-02-27,17.825,TTFDA
2019-02-26,17.15,TTFDA
2019-02-25,17.075,TTFDA
2019-02-22,16.9,TTFDA
2019-02-21,17.475,TTFDA
2019-02-20,18.25,TTFDA
2019-02-19,17.9,TTFDA
2019-02-18,17.425,TTFDA
2019-02-16,18.075,TTFDA
2019-02-15,18.075,TTFDA
2019-02-14,17.775,TTFDA
2019-02-13,18.125,TTFDA
2019-02-12,17.425,TTFDA
2019-02-11,18.45,TTFDA
2019-02-08,18.225,TTFDA
2019-02-07,18.85,TTFDA
2019-02-06,18.8,TTFDA
2019-02-05,18.625,TTFDA
2019-02-04,19.2,TTFDA
2019-02-01,19.3,TTFDA
2019-01-31,20.05,TTFDA
2019-01-30,20.375,TTFDA
2019-01-29,20.8,TTFDA
2019-01-28,20.6,TTFDA
2019-01-25,20.85,TTFDA
2019-01-24,21.2,TTFDA
2019-01-23,21.875,TTFDA
2019-01-22,21.975,TTFDA
2019-01-21,21.85,TTFDA
2019-01-18,22.45,TTFDA
2019-01-17,22.625,TTFDA
2019-01-16,21.75,TTFDA
2019-01-15,21.4,TTFDA
2019-01-14,21.4,TTFDA
2019-01-11,21.6,TTFDA
2019-01-10,21.55,TTFDA
2019-01-09,21.425,TTFDA
2019-01-08,21.825,TTFDA
2019-01-07,20.55,TTFDA
2019-01-04,22.2,TTFDA
2019-01-03,22.1,TTFDA
2019-01-02,22.425,TTFDA
2019-01-01,21.6,TTFDA
2018-12-31,21,TTFDA
2018-12-28,22.575,TTFDA
2018-12-27,23.3,TTFDA
2018-12-26,24.25,TTFDA
2018-12-25,24.525,TTFDA
2018-12-24,24.575,TTFDA
2018-12-21,24.45,TTFDA
2018-12-20,24.55,TTFDA
2018-12-19,24.525,TTFDA
2018-12-18,23.6,TTFDA
2018-12-17,24.45,TTFDA
2018-12-14,24.5,TTFDA
2018-12-13,24.15,TTFDA
2018-12-12,24.5,TTFDA
2018-12-11,23.55,TTFDA
2018-12-10,23.3,TTFDA
2018-12-07,22.65,TTFDA
2018-12-06,22.825,TTFDA
2018-12-05,23.4,TTFDA
2018-12-04,24.1,TTFDA
2018-12-03,24.85,TTFDA
2018-11-30,24.25,TTFDA
2018-11-29,24.575,TTFDA
2018-11-28,24.35,TTFDA
2018-11-27,24.875,TTFDA
2018-11-26,24.8,TTFDA
2018-11-23,24.875,TTFDA
2018-11-22,24.8,TTFDA
2018-11-21,24.8,TTFDA
2018-11-20,24.6,TTFDA
2018-11-19,24.4,TTFDA
2018-11-16,25.65,TTFDA
2018-11-15,26.55,TTFDA
2018-11-14,26.625,TTFDA
2018-11-13,26.525,TTFDA
2018-11-12,25.725,TTFDA
2018-11-09,23.925,TTFDA
2018-11-08,24.025,TTFDA
2018-11-07,24.25,TTFDA
2018-11-06,23,TTFDA
2018-11-05,23.15,TTFDA
2018-11-02,23.55,TTFDA
2018-11-01,23.3,TTFDA
2018-10-31,23,TTFDA
2018-10-30,24.225,TTFDA
2018-10-29,24.7,TTFDA
2018-10-26,24,TTFDA
2018-10-25,24.5,TTFDA
2018-10-24,24.925,TTFDA
2018-10-23,24.65,TTFDA
2018-10-22,25,TTFDA
2018-10-19,26,TTFDA
2018-10-18,25.25,TTFDA
2018-10-17,25.525,TTFDA
2018-10-16,25.625,TTFDA
2018-10-15,25.95,TTFDA
2018-10-12,25.175,TTFDA
2018-10-11,24.6,TTFDA
2018-10-10,25.3,TTFDA
2018-10-09,26.7,TTFDA
2018-10-08,27.15,TTFDA
2018-10-05,27.2,TTFDA
2018-10-04,26.825,TTFDA
2018-10-03,27.15,TTFDA
2018-10-02,27,TTFDA
2018-10-01,27.4,TTFDA
2018-09-28,27.025,TTFDA
2018-09-27,27.375,TTFDA
2018-09-26,28,TTFDA
2018-09-25,29.15,TTFDA
2018-09-24,29.5,TTFDA
2018-09-21,28.7,TTFDA
2018-09-20,28.45,TTFDA
2018-09-19,28.35,TTFDA
2018-09-18,27.275,TTFDA
2018-09-17,27.35,TTFDA
2018-09-14,27.075,TTFDA
2018-09-13,26.55,TTFDA
2018-09-12,27.525,TTFDA
2018-09-11,28.875,TTFDA
2018-09-10,29,TTFDA
2018-09-07,28.325,TTFDA
2018-09-06,27.8,TTFDA
2018-09-05,27.2,TTFDA
2018-09-04,26.9,TTFDA
2018-09-03,26.325,TTFDA
2018-08-31,25.875,TTFDA
2018-08-30,26.2,TTFDA
2018-08-29,26.4,TTFDA
2018-08-28,25.85,TTFDA
2018-08-27,25.55,TTFDA
2018-08-24,25.1,TTFDA
2018-08-23,24.8,TTFDA
2018-08-22,24.675,TTFDA
2018-08-21,24.2,TTFDA
2018-08-20,24.225,TTFDA
2018-08-17,24.125,TTFDA
2018-08-16,23.6,TTFDA
2018-08-15,23.475,TTFDA
2018-08-14,23.6,TTFDA
2018-08-13,23.65,TTFDA
2018-08-10,22.925,TTFDA
2018-08-09,22.6,TTFDA
2018-08-08,22.65,TTFDA
2018-08-07,22.65,TTFDA
2018-08-06,22.475,TTFDA
2018-08-03,22.25,TTFDA
2018-08-02,22.225,TTFDA
2018-08-01,22.2,TTFDA
2018-07-31,22.325,TTFDA
2018-07-30,22.025,TTFDA
2018-07-27,22.15,TTFDA
2018-07-26,22.25,TTFDA
2018-07-25,22.3,TTFDA
2018-07-24,22.3,TTFDA
2018-07-23,22.1,TTFDA
2018-07-20,22,TTFDA
2018-07-19,22.25,TTFDA
2018-07-18,22.4,TTFDA
2018-07-17,21.85,TTFDA
2018-07-16,22,TTFDA
2018-07-13,22.35,TTFDA
2018-07-12,22,TTFDA
2018-07-11,22.65,TTFDA
2018-07-10,22.925,TTFDA
2018-07-09,22.625,TTFDA
2018-07-06,22.275,TTFDA
2018-07-05,22.325,TTFDA
2018-07-04,22.275,TTFDA
2018-07-03,22.25,TTFDA
2018-07-02,22.15,TTFDA
2018-06-29,21.8,TTFDA
2018-06-28,22.15,TTFDA
2018-06-27,21.85,TTFDA
2018-06-26,21.6,TTFDA
2018-06-25,21.6,TTFDA
2018-06-22,21.6,TTFDA
2018-06-21,21.875,TTFDA
2018-06-20,21.95,TTFDA
2018-06-19,22,TTFDA
2018-06-18,22.425,TTFDA
2018-06-15,21.675,TTFDA
2018-06-14,22.5,TTFDA
2018-06-13,22.525,TTFDA
2018-06-12,22.25,TTFDA
2018-06-11,21.7,TTFDA
2018-06-08,21.525,TTFDA
2018-06-07,22.25,TTFDA
2018-06-06,21.35,TTFDA
2018-06-05,21.9,TTFDA
2018-06-04,22.3,TTFDA
2018-06-01,21.875,TTFDA
2018-05-31,22.4,TTFDA
2018-05-30,23.35,TTFDA
2018-05-29,22.75,TTFDA
2018-05-28,22.175,TTFDA
2018-05-25,21.775,TTFDA
2018-05-24,22.725,TTFDA
2018-05-23,22.875,TTFDA
2018-05-22,22.9,TTFDA
2018-05-21,22.2,TTFDA
2018-05-18,22.5,TTFDA
2018-05-17,22.35,TTFDA
2018-05-16,21.8,TTFDA
2018-05-15,21.475,TTFDA
2018-05-14,21.75,TTFDA
2018-05-11,21.275,TTFDA
2018-05-10,21.175,TTFDA
2018-05-09,20.95,TTFDA
2018-05-08,20.5,TTFDA
2018-05-07,20.625,TTFDA
2018-05-04,20.425,TTFDA
2018-05-03,20.2,TTFDA
2018-05-02,20.675,TTFDA
2018-05-01,20.475,TTFDA
2018-04-30,21,TTFDA
2018-04-27,20.25,TTFDA
2018-04-26,20.3,TTFDA
2018-04-25,19.9,TTFDA
2018-04-24,19.675,TTFDA
2018-04-23,19.925,TTFDA
2018-04-20,20.15,TTFDA
2018-04-19,20.25,TTFDA
2018-04-18,19.3,TTFDA
2018-04-17,18.975,TTFDA
2018-04-16,19.35,TTFDA
2018-04-13,20.05,TTFDA
2018-04-12,20.45,TTFDA
2018-04-11,19.8,TTFDA
2018-04-10,20.2,TTFDA
2018-04-09,19.55,TTFDA
2018-04-06,18.725,TTFDA
2018-04-05,19.35,TTFDA
2018-04-04,18.8,TTFDA
2018-04-03,18.7,TTFDA
2018-04-02,19.6,TTFDA
2018-03-30,18.8,TTFDA
2018-03-29,19.45,TTFDA
2018-03-28,18.45,TTFDA
2018-03-27,18.625,TTFDA
2018-03-26,18.3,TTFDA
2018-03-23,19.3,TTFDA
2018-03-22,20.425,TTFDA
2018-03-20,22.15,TTFDA
2018-03-19,20.7,TTFDA
2018-03-16,20.8,TTFDA
2018-03-15,25.55,TTFDA
2018-03-14,23,TTFDA
2018-03-13,24.825,TTFDA
2018-03-12,26.925,TTFDA
2018-03-09,19.85,TTFDA
2018-03-08,19.275,TTFDA
2018-03-07,18.525,TTFDA
2018-03-06,19.35,TTFDA
2018-03-05,20,TTFDA
2018-03-02,36.025,TTFDA
2018-03-01,100.975,TTFDA
2018-02-28,55,TTFDA
2018-02-27,35,TTFDA
2018-02-26,27,TTFDA
2018-02-23,26.425,TTFDA
2018-02-22,22.7,TTFDA
2018-02-21,22.1,TTFDA
2018-02-20,21.05,TTFDA
2018-02-19,20.025,TTFDA
2018-02-16,18.225,TTFDA
2018-02-15,17.925,TTFDA
2018-02-14,18.225,TTFDA
2018-02-13,18.5,TTFDA
2018-02-12,18.075,TTFDA
2018-02-09,17.95,TTFDA
2018-02-08,17.85,TTFDA
2018-02-07,18.45,TTFDA
2018-02-06,18.1,TTFDA
2018-02-05,17.775,TTFDA
2018-02-02,18.075,TTFDA
2018-02-01,18.15,TTFDA
2018-01-31,18.175,TTFDA
2018-01-30,17.5,TTFDA
2018-01-29,17.5,TTFDA
2018-01-26,17.5,TTFDA
2018-01-25,17.725,TTFDA
2018-01-24,17.75,TTFDA
2018-01-23,17.95,TTFDA
2018-01-22,18.4,TTFDA
2018-01-19,18.25,TTFDA
2018-01-18,18.55,TTFDA
2018-01-17,18.6,TTFDA
2018-01-16,18.9,TTFDA
2018-01-15,18.95,TTFDA
2018-01-12,19.7,TTFDA
2018-01-11,19.35,TTFDA
2018-01-10,19.4,TTFDA
2018-01-09,19.525,TTFDA
2018-01-08,19,TTFDA
2018-01-05,18.85,TTFDA
2018-01-04,19.25,TTFDA
2018-01-03,19,TTFDA
2018-01-02,19.3,TTFDA
2018-01-01,19.55,TTFDA
2017-12-29,19.3,TTFDA
2017-12-28,19.85,TTFDA
2017-12-27,19.775,TTFDA
2017-12-26,20,TTFDA
2017-12-25,19.8,TTFDA
2017-12-22,19.8,TTFDA
2017-12-21,20.4,TTFDA
2017-12-20,20.35,TTFDA
2017-12-19,20.475,TTFDA
2017-12-18,21.5,TTFDA
2017-12-15,21.5,TTFDA
2017-12-14,21.875,TTFDA
2017-12-13,21.15,TTFDA
2017-12-12,24.4,TTFDA
2017-12-11,22.55,TTFDA
2017-12-08,21.25,TTFDA
2017-12-07,21.5,TTFDA
2017-12-06,21.25,TTFDA
2017-12-05,21.4,TTFDA
2017-12-04,21.575,TTFDA
2017-12-01,20.75,TTFDA
2017-11-30,20.65,TTFDA
2017-11-29,21,TTFDA
2017-11-28,20.625,TTFDA
2017-11-27,20.9,TTFDA
2017-11-24,20.55,TTFDA
2017-11-23,20.375,TTFDA
2017-11-22,19.5,TTFDA
2017-11-21,19.675,TTFDA
2017-11-20,19.4,TTFDA
2017-11-17,18.9,TTFDA
2017-11-16,19.2,TTFDA
2017-11-15,19.275,TTFDA
2017-11-14,19.45,TTFDA
2017-11-13,19.975,TTFDA
2017-11-10,19.8,TTFDA
2017-11-09,19.5,TTFDA
2017-11-08,19.35,TTFDA
2017-11-07,19.225,TTFDA
2017-11-06,18.925,TTFDA
2017-11-03,18.1,TTFDA
2017-11-02,18.25,TTFDA
2017-11-01,18.25,TTFDA
2017-10-31,18.1,TTFDA
2017-10-30,17.925,TTFDA
2017-10-27,16.95,TTFDA
2017-10-26,17.1,TTFDA
2017-10-25,16.9,TTFDA
2017-10-24,17.05,TTFDA
2017-10-23,16.95,TTFDA
2017-10-20,17,TTFDA
2017-10-19,16.725,TTFDA
2017-10-18,16.8,TTFDA
2017-10-17,16.15,TTFDA
2017-10-16,16.3,TTFDA
2017-10-13,17.05,TTFDA
2017-10-12,17.5,TTFDA
2017-10-11,17.65,TTFDA
2017-10-10,18.1,TTFDA
2017-10-09,17.8,TTFDA
2017-10-06,18.15,TTFDA
2017-10-05,17.375,TTFDA
2017-10-04,17.525,TTFDA
2017-10-03,16.975,TTFDA
2017-10-02,16.975,TTFDA
2017-09-29,17.5,TTFDA
2017-09-28,17.525,TTFDA
2017-09-27,17.8,TTFDA
2017-09-26,17.725,TTFDA
2017-09-25,17.15,TTFDA
2017-09-22,16.9,TTFDA
2017-09-21,17.45,TTFDA
2017-09-20,17.775,TTFDA
2017-09-19,18.25,TTFDA
2017-09-18,17.7,TTFDA
2017-09-15,17.775,TTFDA
2017-09-14,17.6,TTFDA
2017-09-13,17.725,TTFDA
2017-09-12,17.4,TTFDA
2017-09-11,16.8,TTFDA
2017-09-08,16.9,TTFDA
2017-09-07,17,TTFDA
2017-09-06,16.95,TTFDA
2017-09-05,16.5,TTFDA
2017-09-04,16.45,TTFDA
2017-09-01,16.425,TTFDA
2017-08-31,16.575,TTFDA
2017-08-30,16.65,TTFDA
2017-08-29,16.625,TTFDA
2017-08-28,16.5,TTFDA
2017-08-25,16.35,TTFDA
2017-08-24,16.625,TTFDA
2017-08-23,16.575,TTFDA
2017-08-22,16.45,TTFDA
2017-08-21,16.4,TTFDA
2017-08-18,16.425,TTFDA
2017-08-17,16.3,TTFDA
2017-08-16,15.85,TTFDA
2017-08-15,15.825,TTFDA
2017-08-14,15.975,TTFDA
2017-08-11,16.25,TTFDA
2017-08-10,15.95,TTFDA
2017-08-09,15.775,TTFDA
2017-08-08,15.65,TTFDA
2017-08-07,15.275,TTFDA
2017-08-04,15.2,TTFDA
2017-08-03,15.1,TTFDA
2017-08-02,15.125,TTFDA
2017-08-01,15.1,TTFDA
2017-07-31,15.025,TTFDA
2017-07-28,15.05,TTFDA
2017-07-27,15.35,TTFDA
2017-07-26,15.35,TTFDA
2017-07-25,14.875,TTFDA
2017-07-24,15.1,TTFDA
2017-07-21,15.275,TTFDA
2017-07-20,15.15,TTFDA
2017-07-19,15.05,TTFDA
2017-07-18,14.925,TTFDA
2017-07-17,14.725,TTFDA
2017-07-14,15.05,TTFDA
2017-07-13,14.8,TTFDA
2017-07-12,15.125,TTFDA
2017-07-11,15.025,TTFDA
2017-07-10,15.075,TTFDA
2017-07-07,15.175,TTFDA
2017-07-06,15.325,TTFDA
2017-07-05,15.375,TTFDA
2017-07-04,15.4,TTFDA
2017-07-03,15,TTFDA
2017-06-30,14.95,TTFDA
2017-06-29,15.15,TTFDA
2017-06-28,15.25,TTFDA
2017-06-27,15.3,TTFDA
2017-06-26,15,TTFDA
2017-06-23,15.15,TTFDA
2017-06-22,15.225,TTFDA
2017-06-21,15.225,TTFDA
2017-06-20,15.45,TTFDA
2017-06-19,15.15,TTFDA
2017-06-16,14.8,TTFDA
2017-06-15,14.725,TTFDA
2017-06-14,14.95,TTFDA
2017-06-13,15.05,TTFDA
2017-06-12,15,TTFDA
2017-06-09,15.175,TTFDA
2017-06-08,15,TTFDA
2017-06-07,14.725,TTFDA
2017-06-06,15,TTFDA
2017-06-05,14.95,TTFDA
2017-06-02,14.7,TTFDA
2017-06-01,15.2,TTFDA
2017-05-31,15.6,TTFDA
2017-05-30,15.45,TTFDA
2017-05-29,15.4,TTFDA
2017-05-26,15.15,TTFDA
2017-05-25,15.3,TTFDA
2017-05-24,15.7,TTFDA
2017-05-23,15.2,TTFDA
2017-05-22,15.3,TTFDA
2017-05-19,15.55,TTFDA
2017-05-18,15.6,TTFDA
2017-05-17,15.525,TTFDA
2017-05-16,15.5,TTFDA
2017-05-15,15.45,TTFDA
2017-05-12,15.4,TTFDA
2017-05-11,15.975,TTFDA
2017-05-09,16,TTFDA
2017-05-08,16.1,TTFDA
2017-05-05,15.925,TTFDA
2017-05-04,16.6,TTFDA
2017-05-03,16.85,TTFDA
2017-05-02,16.425,TTFDA
2017-05-01,16.5,TTFDA
2017-04-28,16.275,TTFDA
2017-04-27,16.275,TTFDA
2017-04-26,16.175,TTFDA
2017-04-25,16.425,TTFDA
2017-04-24,16.575,TTFDA
2017-04-21,16.2,TTFDA
2017-04-20,16,TTFDA
2017-04-19,16.45,TTFDA
2017-04-18,15.975,TTFDA
2017-04-17,16.15,TTFDA
2017-04-14,16.1,TTFDA
2017-04-13,16.1,TTFDA
2017-04-12,15.725,TTFDA
2017-04-11,15.8,TTFDA
2017-04-10,15.85,TTFDA
2017-04-07,16.325,TTFDA
2017-04-06,16.225,TTFDA
2017-04-05,16.15,TTFDA
2017-04-04,16.225,TTFDA
2017-04-03,15.75,TTFDA
2017-03-31,15.575,TTFDA
2017-03-30,15.625,TTFDA
2017-03-29,14.8,TTFDA
2017-03-28,14.8,TTFDA
2017-03-27,14.95,TTFDA
2017-03-24,14.95,TTFDA
2017-03-23,15.275,TTFDA
2017-03-22,15.75,TTFDA
2017-03-21,15.6,TTFDA
2017-03-20,15.65,TTFDA
2017-03-17,15.7,TTFDA
2017-03-16,15.6,TTFDA
2017-03-15,15.975,TTFDA
2017-03-14,15.85,TTFDA
2017-03-13,15.9,TTFDA
2017-03-10,16.35,TTFDA
2017-03-09,16.3,TTFDA
2017-03-08,16.175,TTFDA
2017-03-07,16.65,TTFDA
2017-03-06,16.85,TTFDA
2017-03-03,16.625,TTFDA
2017-03-02,17,TTFDA
2017-03-01,17.1,TTFDA
2017-02-28,16.8,TTFDA
2017-02-27,17.3,TTFDA
2017-02-24,17.425,TTFDA
2017-02-23,18.4,TTFDA
2017-02-22,17.75,TTFDA
2017-02-21,17.975,TTFDA
2017-02-20,18.1,TTFDA
2017-02-17,18.25,TTFDA
2017-02-16,19,TTFDA
2017-02-15,18.85,TTFDA
2017-02-14,18.6,TTFDA
2017-02-13,19.2,TTFDA
2017-02-10,20.1,TTFDA
2017-02-09,20.675,TTFDA
2017-02-08,20.4,TTFDA
2017-02-07,21.975,TTFDA
2017-02-06,23,TTFDA
2017-02-03,23.2,TTFDA
2017-02-02,22.45,TTFDA
2017-02-01,22.3,TTFDA
2017-01-31,21.3,TTFDA
2017-01-30,20.8,TTFDA
2017-01-27,19.45,TTFDA
2017-01-26,20.25,TTFDA
2017-01-25,20.75,TTFDA
2017-01-24,21.975,TTFDA
2017-01-23,22.5,TTFDA
2017-01-20,21,TTFDA
2017-01-19,20.55,TTFDA
2017-01-18,20.175,TTFDA
2017-01-17,20.15,TTFDA
2017-01-16,19.3,TTFDA
2017-01-13,20.3,TTFDA
2017-01-12,20.55,TTFDA
2017-01-11,20.65,TTFDA
2017-01-10,20.25,TTFDA
2017-01-09,19.45,TTFDA
2017-01-06,18.825,TTFDA
2017-01-05,19.075,TTFDA
2017-01-04,19.3,TTFDA
2017-01-03,18.6,TTFDA
2017-01-02,19.75,TTFDA
