date,hour,value,RIC
2023-01-29,7,134.72,HEEGRAUCH
2023-01-29,6,131.89,HEEGRAUCH
2023-01-29,5,173.87,HEEGRAUCH
2023-01-29,4,159.56,HEEGRAUCH
2023-01-29,3,173.87,HEEGRAUCH
2023-01-29,2,261,HEEGRAUCH
2023-01-29,1,173.87,HEEGRAUCH
2023-01-28,24,216.99,HEEGRAUCH
2023-01-28,23,198,HEEGRAUCH
2023-01-28,22,193.23,HEEGRAUCH
2023-01-28,21,199.99,HEEGRAUCH
2023-01-28,20,220,HEEGRAUCH
2023-01-28,19,229.62,HEEGRAUCH
2023-01-28,18,258.33,HEEGRAUCH
2023-01-28,17,198,HEEGRAUCH
2023-01-28,16,185.5,HEEGRAUCH
2023-01-28,15,149.8,HEEGRAUCH
2023-01-28,14,145.35,HEEGRAUCH
2023-01-28,13,153.65,HEEGRAUCH
2023-01-28,12,159.74,HEEGRAUCH
2023-01-28,11,161.52,HEEGRAUCH
2023-01-28,10,172.1,HEEGRAUCH
2023-01-28,9,161.52,HEEGRAUCH
2023-01-28,8,160.5,HEEGRAUCH
2023-01-28,7,157.97,HEEGRAUCH
2023-01-28,6,150,HEEGRAUCH
2023-01-28,5,201,HEEGRAUCH
2023-01-28,4,211.61,HEEGRAUCH
2023-01-28,3,176.7,HEEGRAUCH
2023-01-28,2,162.55,HEEGRAUCH
2023-01-28,1,160.38,HEEGRAUCH
2023-01-27,24,190.02,HEEGRAUCH
2023-01-27,23,205.18,HEEGRAUCH
2023-01-27,22,210.25,HEEGRAUCH
2023-01-27,21,216.27,HEEGRAUCH
2023-01-27,20,226.98,HEEGRAUCH
2023-01-27,19,268.39,HEEGRAUCH
2023-01-27,18,272.81,HEEGRAUCH
2023-01-27,17,227.69,HEEGRAUCH
2023-01-27,16,214.93,HEEGRAUCH
2023-01-27,15,211.72,HEEGRAUCH
2023-01-27,14,188.42,HEEGRAUCH
2023-01-27,13,198.51,HEEGRAUCH
2023-01-27,12,206.96,HEEGRAUCH
2023-01-27,11,217.04,HEEGRAUCH
2023-01-27,10,202.99,HEEGRAUCH
2023-01-27,9,216.81,HEEGRAUCH
2023-01-27,8,220.88,HEEGRAUCH
2023-01-27,7,217.48,HEEGRAUCH
2023-01-27,6,205.22,HEEGRAUCH
2023-01-27,5,152.24,HEEGRAUCH
2023-01-27,4,168.83,HEEGRAUCH
2023-01-27,3,203.45,HEEGRAUCH
2023-01-27,2,214.56,HEEGRAUCH
2023-01-27,1,200.77,HEEGRAUCH
2023-01-26,24,182.04,HEEGRAUCH
2023-01-26,23,221.33,HEEGRAUCH
2023-01-26,22,211,HEEGRAUCH
2023-01-26,21,178.36,HEEGRAUCH
2023-01-26,20,193.7,HEEGRAUCH
2023-01-26,19,197.96,HEEGRAUCH
2023-01-26,18,186.2,HEEGRAUCH
2023-01-26,17,182.2,HEEGRAUCH
2023-01-26,16,176.7,HEEGRAUCH
2023-01-26,15,179.15,HEEGRAUCH
2023-01-26,14,181.81,HEEGRAUCH
2023-01-26,13,190.26,HEEGRAUCH
2023-01-26,12,196.47,HEEGRAUCH
2023-01-26,11,197.39,HEEGRAUCH
2023-01-26,10,205.51,HEEGRAUCH
2023-01-26,9,198.95,HEEGRAUCH
2023-01-26,8,186.85,HEEGRAUCH
2023-01-26,7,166.85,HEEGRAUCH
2023-01-26,6,149.99,HEEGRAUCH
2023-01-26,5,142.8,HEEGRAUCH
2023-01-26,4,143.19,HEEGRAUCH
2023-01-26,3,143.19,HEEGRAUCH
2023-01-26,2,148.57,HEEGRAUCH
2023-01-26,1,154.7,HEEGRAUCH
2023-01-25,24,167,HEEGRAUCH
2023-01-25,23,175.62,HEEGRAUCH
2023-01-25,22,180.07,HEEGRAUCH
2023-01-25,21,192.28,HEEGRAUCH
2023-01-25,20,210.34,HEEGRAUCH
2023-01-25,19,215.19,HEEGRAUCH
2023-01-25,18,207.56,HEEGRAUCH
2023-01-25,17,199.19,HEEGRAUCH
2023-01-25,16,197.3,HEEGRAUCH
2023-01-25,15,192.51,HEEGRAUCH
2023-01-25,14,185.2,HEEGRAUCH
2023-01-25,13,193.2,HEEGRAUCH
2023-01-25,12,200.98,HEEGRAUCH
2023-01-25,11,212.42,HEEGRAUCH
2023-01-25,10,225,HEEGRAUCH
2023-01-25,9,225.04,HEEGRAUCH
2023-01-25,8,200.71,HEEGRAUCH
2023-01-25,7,176.65,HEEGRAUCH
2023-01-25,6,160.6,HEEGRAUCH
2023-01-25,5,150,HEEGRAUCH
2023-01-25,4,150.86,HEEGRAUCH
2023-01-25,3,154.26,HEEGRAUCH
2023-01-25,2,156.38,HEEGRAUCH
2023-01-25,1,160.04,HEEGRAUCH
2023-01-24,24,178.83,HEEGRAUCH
2023-01-24,23,185.7,HEEGRAUCH
2023-01-24,22,190.53,HEEGRAUCH
2023-01-24,21,214.02,HEEGRAUCH
2023-01-24,20,229.99,HEEGRAUCH
2023-01-24,19,250,HEEGRAUCH
2023-01-24,18,250,HEEGRAUCH
2023-01-24,17,224.58,HEEGRAUCH
2023-01-24,16,217.97,HEEGRAUCH
2023-01-24,15,185,HEEGRAUCH
2023-01-24,14,179.58,HEEGRAUCH
2023-01-24,13,180.56,HEEGRAUCH
2023-01-24,12,179.99,HEEGRAUCH
2023-01-24,11,183.61,HEEGRAUCH
2023-01-24,10,206,HEEGRAUCH
2023-01-24,9,228.46,HEEGRAUCH
2023-01-24,8,210,HEEGRAUCH
2023-01-24,7,183.61,HEEGRAUCH
2023-01-24,6,171.05,HEEGRAUCH
2023-01-24,5,162.12,HEEGRAUCH
2023-01-24,4,161.93,HEEGRAUCH
2023-01-24,3,161.56,HEEGRAUCH
2023-01-24,2,162.84,HEEGRAUCH
2023-01-24,1,174.52,HEEGRAUCH
2023-01-23,24,180.32,HEEGRAUCH
2023-01-23,23,190.33,HEEGRAUCH
2023-01-23,22,192.51,HEEGRAUCH
2023-01-23,21,205,HEEGRAUCH
2023-01-23,20,223.19,HEEGRAUCH
2023-01-23,19,248.07,HEEGRAUCH
2023-01-23,18,248.9,HEEGRAUCH
2023-01-23,17,224.58,HEEGRAUCH
2023-01-23,16,218.99,HEEGRAUCH
2023-01-23,15,190.9,HEEGRAUCH
2023-01-23,14,187.19,HEEGRAUCH
2023-01-23,13,186.3,HEEGRAUCH
2023-01-23,12,187.97,HEEGRAUCH
2023-01-23,11,190.9,HEEGRAUCH
2023-01-23,10,214.99,HEEGRAUCH
2023-01-23,9,249,HEEGRAUCH
2023-01-23,8,225.98,HEEGRAUCH
2023-01-23,7,189.9,HEEGRAUCH
2023-01-23,6,165.9,HEEGRAUCH
2023-01-23,5,151.9,HEEGRAUCH
2023-01-23,4,70,HEEGRAUCH
2023-01-23,3,70,HEEGRAUCH
2023-01-23,2,139.74,HEEGRAUCH
2023-01-23,1,152.1,HEEGRAUCH
2023-01-22,24,184,HEEGRAUCH
2023-01-22,23,190.88,HEEGRAUCH
2023-01-22,22,204.01,HEEGRAUCH
2023-01-22,21,217.51,HEEGRAUCH
2023-01-22,20,240,HEEGRAUCH
2023-01-22,19,236.67,HEEGRAUCH
2023-01-22,18,215.72,HEEGRAUCH
2023-01-22,17,193.66,HEEGRAUCH
2023-01-22,16,190,HEEGRAUCH
2023-01-22,15,161,HEEGRAUCH
2023-01-22,14,108.2,HEEGRAUCH
2023-01-22,13,139.28,HEEGRAUCH
2023-01-22,12,139.29,HEEGRAUCH
2023-01-22,11,130.38,HEEGRAUCH
2023-01-22,10,139,HEEGRAUCH
2023-01-22,9,179.8,HEEGRAUCH
2023-01-22,8,183.32,HEEGRAUCH
2023-01-22,7,162.8,HEEGRAUCH
2023-01-22,6,150.12,HEEGRAUCH
2023-01-22,5,151.22,HEEGRAUCH
2023-01-22,4,151.54,HEEGRAUCH
2023-01-22,3,162.76,HEEGRAUCH
2023-01-22,2,162.85,HEEGRAUCH
2023-01-22,1,157.03,HEEGRAUCH
2023-01-21,24,165.04,HEEGRAUCH
2023-01-21,23,170,HEEGRAUCH
2023-01-21,22,172.13,HEEGRAUCH
2023-01-21,21,176.07,HEEGRAUCH
2023-01-21,20,190,HEEGRAUCH
2023-01-21,19,190,HEEGRAUCH
2023-01-21,18,185.72,HEEGRAUCH
2023-01-21,17,172.22,HEEGRAUCH
2023-01-21,16,167.21,HEEGRAUCH
2023-01-21,15,162.22,HEEGRAUCH
2023-01-21,14,115.37,HEEGRAUCH
2023-01-21,13,132.88,HEEGRAUCH
2023-01-21,12,141.33,HEEGRAUCH
2023-01-21,11,150.2,HEEGRAUCH
2023-01-21,10,168.12,HEEGRAUCH
2023-01-21,9,141.89,HEEGRAUCH
2023-01-21,8,100.44,HEEGRAUCH
2023-01-21,7,50,HEEGRAUCH
2023-01-21,6,16,HEEGRAUCH
2023-01-21,5,32.46,HEEGRAUCH
2023-01-21,4,31.19,HEEGRAUCH
2023-01-21,3,50,HEEGRAUCH
2023-01-21,2,73.15,HEEGRAUCH
2023-01-21,1,152.9,HEEGRAUCH
2023-01-20,24,174.99,HEEGRAUCH
2023-01-20,23,178.84,HEEGRAUCH
2023-01-20,22,181.01,HEEGRAUCH
2023-01-20,21,197.95,HEEGRAUCH
2023-01-20,20,207.8,HEEGRAUCH
2023-01-20,19,212.3,HEEGRAUCH
2023-01-20,18,213.8,HEEGRAUCH
2023-01-20,17,200,HEEGRAUCH
2023-01-20,16,192,HEEGRAUCH
2023-01-20,15,140.63,HEEGRAUCH
2023-01-20,14,140.62,HEEGRAUCH
2023-01-20,13,131.31,HEEGRAUCH
2023-01-20,12,75.94,HEEGRAUCH
2023-01-20,11,111,HEEGRAUCH
2023-01-20,10,161.63,HEEGRAUCH
2023-01-20,9,230.95,HEEGRAUCH
2023-01-20,8,206.36,HEEGRAUCH
2023-01-20,7,85.05,HEEGRAUCH
2023-01-20,6,9.73,HEEGRAUCH
2023-01-20,5,0.58,HEEGRAUCH
2023-01-20,4,0.58,HEEGRAUCH
2023-01-20,3,0.58,HEEGRAUCH
2023-01-20,2,0.58,HEEGRAUCH
2023-01-20,1,0.58,HEEGRAUCH
2023-01-19,24,55,HEEGRAUCH
2023-01-19,23,68.61,HEEGRAUCH
2023-01-19,22,9.73,HEEGRAUCH
2023-01-19,21,91.25,HEEGRAUCH
2023-01-19,20,133.91,HEEGRAUCH
2023-01-19,19,149.51,HEEGRAUCH
2023-01-19,18,189.06,HEEGRAUCH
2023-01-19,17,182.57,HEEGRAUCH
2023-01-19,16,50.01,HEEGRAUCH
2023-01-19,15,9.73,HEEGRAUCH
2023-01-19,14,9.73,HEEGRAUCH
2023-01-19,13,9.1,HEEGRAUCH
2023-01-19,12,3.05,HEEGRAUCH
2023-01-19,11,9.73,HEEGRAUCH
2023-01-19,10,9.73,HEEGRAUCH
2023-01-19,9,112,HEEGRAUCH
2023-01-19,8,144.19,HEEGRAUCH
2023-01-19,7,121.65,HEEGRAUCH
2023-01-19,6,10.14,HEEGRAUCH
2023-01-19,5,0.49,HEEGRAUCH
2023-01-19,4,0.49,HEEGRAUCH
2023-01-19,3,0.49,HEEGRAUCH
2023-01-19,2,9.73,HEEGRAUCH
2023-01-19,1,22.67,HEEGRAUCH
2023-01-18,24,57.61,HEEGRAUCH
2023-01-18,23,102.56,HEEGRAUCH
2023-01-18,22,151.39,HEEGRAUCH
2023-01-18,21,154.7,HEEGRAUCH
2023-01-18,20,155.8,HEEGRAUCH
2023-01-18,19,158.9,HEEGRAUCH
2023-01-18,18,165.35,HEEGRAUCH
2023-01-18,17,160.55,HEEGRAUCH
2023-01-18,16,125,HEEGRAUCH
2023-01-18,15,85.9,HEEGRAUCH
2023-01-18,14,28.76,HEEGRAUCH
2023-01-18,13,20,HEEGRAUCH
2023-01-18,12,9.72,HEEGRAUCH
2023-01-18,11,50,HEEGRAUCH
2023-01-18,10,133.88,HEEGRAUCH
2023-01-18,9,151.39,HEEGRAUCH
2023-01-18,8,155.96,HEEGRAUCH
2023-01-18,7,151.39,HEEGRAUCH
2023-01-18,6,33.45,HEEGRAUCH
2023-01-18,5,3,HEEGRAUCH
2023-01-18,4,0.56,HEEGRAUCH
2023-01-18,3,0.56,HEEGRAUCH
2023-01-18,2,6.07,HEEGRAUCH
2023-01-18,1,20,HEEGRAUCH
2023-01-17,24,145.22,HEEGRAUCH
2023-01-17,23,141.2,HEEGRAUCH
2023-01-17,22,135.1,HEEGRAUCH
2023-01-17,21,159.2,HEEGRAUCH
2023-01-17,20,166.7,HEEGRAUCH
2023-01-17,19,159.8,HEEGRAUCH
2023-01-17,18,189.76,HEEGRAUCH
2023-01-17,17,181.33,HEEGRAUCH
2023-01-17,16,167.28,HEEGRAUCH
2023-01-17,15,139.07,HEEGRAUCH
2023-01-17,14,117.04,HEEGRAUCH
2023-01-17,13,115.21,HEEGRAUCH
2023-01-17,12,114.6,HEEGRAUCH
2023-01-17,11,136.9,HEEGRAUCH
2023-01-17,10,157.17,HEEGRAUCH
2023-01-17,9,168.16,HEEGRAUCH
2023-01-17,8,192.49,HEEGRAUCH
2023-01-17,7,159.2,HEEGRAUCH
2023-01-17,6,116.15,HEEGRAUCH
2023-01-17,5,50,HEEGRAUCH
2023-01-17,4,50,HEEGRAUCH
2023-01-17,3,50,HEEGRAUCH
2023-01-17,2,50,HEEGRAUCH
2023-01-17,1,117.97,HEEGRAUCH
2023-01-16,24,69.7,HEEGRAUCH
2023-01-16,23,142,HEEGRAUCH
2023-01-16,22,169.98,HEEGRAUCH
2023-01-16,21,270.85,HEEGRAUCH
2023-01-16,20,276.82,HEEGRAUCH
2023-01-16,19,274.29,HEEGRAUCH
2023-01-16,18,277.71,HEEGRAUCH
2023-01-16,17,274.42,HEEGRAUCH
2023-01-16,16,231.04,HEEGRAUCH
2023-01-16,15,168.49,HEEGRAUCH
2023-01-16,14,158.68,HEEGRAUCH
2023-01-16,13,156.31,HEEGRAUCH
2023-01-16,12,157.96,HEEGRAUCH
2023-01-16,11,163.88,HEEGRAUCH
2023-01-16,10,189.06,HEEGRAUCH
2023-01-16,9,242.63,HEEGRAUCH
2023-01-16,8,269.95,HEEGRAUCH
2023-01-16,7,266.05,HEEGRAUCH
2023-01-16,6,264.78,HEEGRAUCH
2023-01-16,5,161.9,HEEGRAUCH
2023-01-16,4,176.7,HEEGRAUCH
2023-01-16,3,176.7,HEEGRAUCH
2023-01-16,2,189.06,HEEGRAUCH
2023-01-16,1,176.7,HEEGRAUCH
2023-01-15,24,261,HEEGRAUCH
2023-01-15,23,250.38,HEEGRAUCH
2023-01-15,22,265.36,HEEGRAUCH
2023-01-15,21,284.03,HEEGRAUCH
2023-01-15,20,275.68,HEEGRAUCH
2023-01-15,19,266.54,HEEGRAUCH
2023-01-15,18,269.71,HEEGRAUCH
2023-01-15,17,250.5,HEEGRAUCH
2023-01-15,16,229.8,HEEGRAUCH
2023-01-15,15,216.28,HEEGRAUCH
2023-01-15,14,154.29,HEEGRAUCH
2023-01-15,13,158.17,HEEGRAUCH
2023-01-15,12,141.33,HEEGRAUCH
2023-01-15,11,148.4,HEEGRAUCH
2023-01-15,10,149,HEEGRAUCH
2023-01-15,9,148.4,HEEGRAUCH
2023-01-15,8,148.4,HEEGRAUCH
2023-01-15,7,146.76,HEEGRAUCH
2023-01-15,6,130,HEEGRAUCH
2023-01-15,5,130.6,HEEGRAUCH
2023-01-15,4,130,HEEGRAUCH
2023-01-15,3,156.14,HEEGRAUCH
2023-01-15,2,285,HEEGRAUCH
2023-01-15,1,266.12,HEEGRAUCH
2023-01-14,24,226.78,HEEGRAUCH
2023-01-14,23,237.06,HEEGRAUCH
2023-01-14,22,264.87,HEEGRAUCH
2023-01-14,21,321,HEEGRAUCH
2023-01-14,20,357.18,HEEGRAUCH
2023-01-14,19,311,HEEGRAUCH
2023-01-14,18,357.18,HEEGRAUCH
2023-01-14,17,351,HEEGRAUCH
2023-01-14,16,277.57,HEEGRAUCH
2023-01-14,15,200.45,HEEGRAUCH
2023-01-14,14,167.17,HEEGRAUCH
2023-01-14,13,167.59,HEEGRAUCH
2023-01-14,12,162.79,HEEGRAUCH
2023-01-14,11,167.91,HEEGRAUCH
2023-01-14,10,229.49,HEEGRAUCH
2023-01-14,9,262.12,HEEGRAUCH
2023-01-14,8,266.53,HEEGRAUCH
2023-01-14,7,265,HEEGRAUCH
2023-01-14,6,257.31,HEEGRAUCH
2023-01-14,5,155,HEEGRAUCH
2023-01-14,4,150,HEEGRAUCH
2023-01-14,3,148.7,HEEGRAUCH
2023-01-14,2,150,HEEGRAUCH
2023-01-14,1,157.8,HEEGRAUCH
2023-01-13,24,218.68,HEEGRAUCH
2023-01-13,23,175,HEEGRAUCH
2023-01-13,22,201.42,HEEGRAUCH
2023-01-13,21,204.83,HEEGRAUCH
2023-01-13,20,254.59,HEEGRAUCH
2023-01-13,19,252.87,HEEGRAUCH
2023-01-13,18,263.64,HEEGRAUCH
2023-01-13,17,255.09,HEEGRAUCH
2023-01-13,16,238.99,HEEGRAUCH
2023-01-13,15,197.91,HEEGRAUCH
2023-01-13,14,185,HEEGRAUCH
2023-01-13,13,185,HEEGRAUCH
2023-01-13,12,189.99,HEEGRAUCH
2023-01-13,11,206.24,HEEGRAUCH
2023-01-13,10,254.56,HEEGRAUCH
2023-01-13,9,295,HEEGRAUCH
2023-01-13,8,249.68,HEEGRAUCH
2023-01-13,7,248.11,HEEGRAUCH
2023-01-13,6,172.99,HEEGRAUCH
2023-01-13,5,163.5,HEEGRAUCH
2023-01-13,4,156.74,HEEGRAUCH
2023-01-13,3,169.42,HEEGRAUCH
2023-01-13,2,169.56,HEEGRAUCH
2023-01-13,1,172.34,HEEGRAUCH
2023-01-12,24,172.5,HEEGRAUCH
2023-01-12,23,213,HEEGRAUCH
2023-01-12,22,181.38,HEEGRAUCH
2023-01-12,21,269.25,HEEGRAUCH
2023-01-12,20,277.69,HEEGRAUCH
2023-01-12,19,257.5,HEEGRAUCH
2023-01-12,18,285.3,HEEGRAUCH
2023-01-12,17,297,HEEGRAUCH
2023-01-12,16,272.01,HEEGRAUCH
2023-01-12,15,206.46,HEEGRAUCH
2023-01-12,14,188.37,HEEGRAUCH
2023-01-12,13,174.94,HEEGRAUCH
2023-01-12,12,181.27,HEEGRAUCH
2023-01-12,11,195.07,HEEGRAUCH
2023-01-12,10,207.96,HEEGRAUCH
2023-01-12,9,223.51,HEEGRAUCH
2023-01-12,8,333,HEEGRAUCH
2023-01-12,7,333,HEEGRAUCH
2023-01-12,6,162.82,HEEGRAUCH
2023-01-12,5,133.5,HEEGRAUCH
2023-01-12,4,129.2,HEEGRAUCH
2023-01-12,3,131,HEEGRAUCH
2023-01-12,2,150.08,HEEGRAUCH
2023-01-12,1,160.72,HEEGRAUCH
2023-01-11,24,186.54,HEEGRAUCH
2023-01-11,23,269.02,HEEGRAUCH
2023-01-11,22,205,HEEGRAUCH
2023-01-11,21,246.1,HEEGRAUCH
2023-01-11,20,270.06,HEEGRAUCH
2023-01-11,19,280,HEEGRAUCH
2023-01-11,18,280,HEEGRAUCH
2023-01-11,17,268.56,HEEGRAUCH
2023-01-11,16,269.47,HEEGRAUCH
2023-01-11,15,211,HEEGRAUCH
2023-01-11,14,179.18,HEEGRAUCH
2023-01-11,13,177.45,HEEGRAUCH
2023-01-11,12,174.43,HEEGRAUCH
2023-01-11,11,186.71,HEEGRAUCH
2023-01-11,10,254.22,HEEGRAUCH
2023-01-11,9,271.92,HEEGRAUCH
2023-01-11,8,271.98,HEEGRAUCH
2023-01-11,7,270.12,HEEGRAUCH
2023-01-11,6,270.29,HEEGRAUCH
2023-01-11,5,270.58,HEEGRAUCH
2023-01-11,4,133.95,HEEGRAUCH
2023-01-11,3,251,HEEGRAUCH
2023-01-11,2,251,HEEGRAUCH
2023-01-11,1,269.12,HEEGRAUCH
2023-01-10,24,228.5,HEEGRAUCH
2023-01-10,23,155,HEEGRAUCH
2023-01-10,22,165,HEEGRAUCH
2023-01-10,21,228.74,HEEGRAUCH
2023-01-10,20,216.28,HEEGRAUCH
2023-01-10,19,167.74,HEEGRAUCH
2023-01-10,18,170.71,HEEGRAUCH
2023-01-10,17,166.2,HEEGRAUCH
2023-01-10,16,168.92,HEEGRAUCH
2023-01-10,15,162.46,HEEGRAUCH
2023-01-10,14,145.13,HEEGRAUCH
2023-01-10,13,146.19,HEEGRAUCH
2023-01-10,12,159.98,HEEGRAUCH
2023-01-10,11,162.44,HEEGRAUCH
2023-01-10,10,169.51,HEEGRAUCH
2023-01-10,9,183.06,HEEGRAUCH
2023-01-10,8,176.37,HEEGRAUCH
2023-01-10,7,145.69,HEEGRAUCH
2023-01-10,6,108.61,HEEGRAUCH
2023-01-10,5,92.99,HEEGRAUCH
2023-01-10,4,59.27,HEEGRAUCH
2023-01-10,3,71.08,HEEGRAUCH
2023-01-10,2,85.79,HEEGRAUCH
2023-01-10,1,100,HEEGRAUCH
2023-01-09,24,99.45,HEEGRAUCH
2023-01-09,23,132,HEEGRAUCH
2023-01-09,22,139.63,HEEGRAUCH
2023-01-09,21,170,HEEGRAUCH
2023-01-09,20,180.8,HEEGRAUCH
2023-01-09,19,182.18,HEEGRAUCH
2023-01-09,18,199.16,HEEGRAUCH
2023-01-09,17,183.92,HEEGRAUCH
2023-01-09,16,183.23,HEEGRAUCH
2023-01-09,15,178.79,HEEGRAUCH
2023-01-09,14,173.77,HEEGRAUCH
2023-01-09,13,173.16,HEEGRAUCH
2023-01-09,12,178.89,HEEGRAUCH
2023-01-09,11,180.8,HEEGRAUCH
2023-01-09,10,193.39,HEEGRAUCH
2023-01-09,9,283.37,HEEGRAUCH
2023-01-09,8,351.25,HEEGRAUCH
2023-01-09,7,351.1,HEEGRAUCH
2023-01-09,6,276.68,HEEGRAUCH
2023-01-09,5,152.37,HEEGRAUCH
2023-01-09,4,100,HEEGRAUCH
2023-01-09,3,151.04,HEEGRAUCH
2023-01-09,2,150,HEEGRAUCH
2023-01-09,1,164.67,HEEGRAUCH
2023-01-08,24,211.47,HEEGRAUCH
2023-01-08,23,264.81,HEEGRAUCH
2023-01-08,22,270.1,HEEGRAUCH
2023-01-08,21,310.06,HEEGRAUCH
2023-01-08,20,341.35,HEEGRAUCH
2023-01-08,19,293.6,HEEGRAUCH
2023-01-08,18,328.16,HEEGRAUCH
2023-01-08,17,244.56,HEEGRAUCH
2023-01-08,16,216,HEEGRAUCH
2023-01-08,15,165,HEEGRAUCH
2023-01-08,14,152.4,HEEGRAUCH
2023-01-08,13,160,HEEGRAUCH
2023-01-08,12,150,HEEGRAUCH
2023-01-08,11,165,HEEGRAUCH
2023-01-08,10,170.14,HEEGRAUCH
2023-01-08,9,170.5,HEEGRAUCH
2023-01-08,8,263.67,HEEGRAUCH
2023-01-08,7,270.76,HEEGRAUCH
2023-01-08,6,216.3,HEEGRAUCH
2023-01-08,5,216.28,HEEGRAUCH
2023-01-08,4,179.51,HEEGRAUCH
2023-01-08,3,150,HEEGRAUCH
2023-01-08,2,155.73,HEEGRAUCH
2023-01-08,1,165.01,HEEGRAUCH
2023-01-07,24,210,HEEGRAUCH
2023-01-07,23,183.59,HEEGRAUCH
2023-01-07,22,210,HEEGRAUCH
2023-01-07,21,263,HEEGRAUCH
2023-01-07,20,298.2,HEEGRAUCH
2023-01-07,19,290,HEEGRAUCH
2023-01-07,18,344.1,HEEGRAUCH
2023-01-07,17,329.94,HEEGRAUCH
2023-01-07,16,216,HEEGRAUCH
2023-01-07,15,177.44,HEEGRAUCH
2023-01-07,14,163.94,HEEGRAUCH
2023-01-07,13,165,HEEGRAUCH
2023-01-07,12,178.54,HEEGRAUCH
2023-01-07,11,186.39,HEEGRAUCH
2023-01-07,10,206.09,HEEGRAUCH
2023-01-07,9,204.99,HEEGRAUCH
2023-01-07,8,344.1,HEEGRAUCH
2023-01-07,7,339.1,HEEGRAUCH
2023-01-07,6,264.46,HEEGRAUCH
2023-01-07,5,173.03,HEEGRAUCH
2023-01-07,4,173.05,HEEGRAUCH
2023-01-07,3,174.01,HEEGRAUCH
2023-01-07,2,311,HEEGRAUCH
2023-01-07,1,272.58,HEEGRAUCH
2023-01-06,24,263.42,HEEGRAUCH
2023-01-06,23,290.78,HEEGRAUCH
2023-01-06,22,265.18,HEEGRAUCH
2023-01-06,21,294.83,HEEGRAUCH
2023-01-06,20,295.81,HEEGRAUCH
2023-01-06,19,269.15,HEEGRAUCH
2023-01-06,18,278.12,HEEGRAUCH
2023-01-06,17,265.91,HEEGRAUCH
2023-01-06,16,227.23,HEEGRAUCH
2023-01-06,15,149.99,HEEGRAUCH
2023-01-06,14,135.45,HEEGRAUCH
2023-01-06,13,145.5,HEEGRAUCH
2023-01-06,12,147.6,HEEGRAUCH
2023-01-06,11,156.68,HEEGRAUCH
2023-01-06,10,174.14,HEEGRAUCH
2023-01-06,9,174.34,HEEGRAUCH
2023-01-06,8,203.15,HEEGRAUCH
2023-01-06,7,262.6,HEEGRAUCH
2023-01-06,6,160.08,HEEGRAUCH
2023-01-06,5,152.1,HEEGRAUCH
2023-01-06,4,150,HEEGRAUCH
2023-01-06,3,160,HEEGRAUCH
2023-01-06,2,170.77,HEEGRAUCH
2023-01-06,1,173.13,HEEGRAUCH
2023-01-05,24,160.86,HEEGRAUCH
2023-01-05,23,184.99,HEEGRAUCH
2023-01-05,22,205,HEEGRAUCH
2023-01-05,21,216.3,HEEGRAUCH
2023-01-05,20,261.79,HEEGRAUCH
2023-01-05,19,261.22,HEEGRAUCH
2023-01-05,18,293,HEEGRAUCH
2023-01-05,17,261.04,HEEGRAUCH
2023-01-05,16,261.05,HEEGRAUCH
2023-01-05,15,202.42,HEEGRAUCH
2023-01-05,14,165.1,HEEGRAUCH
2023-01-05,13,165,HEEGRAUCH
2023-01-05,12,184.38,HEEGRAUCH
2023-01-05,11,192.94,HEEGRAUCH
2023-01-05,10,242.65,HEEGRAUCH
2023-01-05,9,264.11,HEEGRAUCH
2023-01-05,8,361.04,HEEGRAUCH
2023-01-05,7,356.04,HEEGRAUCH
2023-01-05,6,263.11,HEEGRAUCH
2023-01-05,5,160,HEEGRAUCH
2023-01-05,4,100,HEEGRAUCH
2023-01-05,3,107,HEEGRAUCH
2023-01-05,2,123,HEEGRAUCH
2023-01-05,1,150.98,HEEGRAUCH
2023-01-04,24,137.9,HEEGRAUCH
2023-01-04,23,179.99,HEEGRAUCH
2023-01-04,22,190.06,HEEGRAUCH
2023-01-04,21,255.8,HEEGRAUCH
2023-01-04,20,255.28,HEEGRAUCH
2023-01-04,19,317,HEEGRAUCH
2023-01-04,18,329.48,HEEGRAUCH
2023-01-04,17,362.31,HEEGRAUCH
2023-01-04,16,301.95,HEEGRAUCH
2023-01-04,15,216.43,HEEGRAUCH
2023-01-04,14,172,HEEGRAUCH
2023-01-04,13,169.41,HEEGRAUCH
2023-01-04,12,173.5,HEEGRAUCH
2023-01-04,11,183.83,HEEGRAUCH
2023-01-04,10,191.22,HEEGRAUCH
2023-01-04,9,217.72,HEEGRAUCH
2023-01-04,8,261.18,HEEGRAUCH
2023-01-04,7,260.79,HEEGRAUCH
2023-01-04,6,257.31,HEEGRAUCH
2023-01-04,5,150.13,HEEGRAUCH
2023-01-04,4,130,HEEGRAUCH
2023-01-04,3,155.18,HEEGRAUCH
2023-01-04,2,216.29,HEEGRAUCH
2023-01-04,1,151.68,HEEGRAUCH
2023-01-03,24,149.99,HEEGRAUCH
2023-01-03,23,243.82,HEEGRAUCH
2023-01-03,22,270.76,HEEGRAUCH
2023-01-03,21,343,HEEGRAUCH
2023-01-03,20,349.17,HEEGRAUCH
2023-01-03,19,344.5,HEEGRAUCH
2023-01-03,18,369.17,HEEGRAUCH
2023-01-03,17,354.17,HEEGRAUCH
2023-01-03,16,269.97,HEEGRAUCH
2023-01-03,15,180.2,HEEGRAUCH
